人工智能,大学物理II-2,大学英语i,大学英语iii1,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,数字逻辑电路,数学建模ii,数据库系统,数理逻辑,概率统计与随机过程,模拟电子技术基础,电路,离散数学a,程序设计基础,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机组成,计算机网络原理,软件工程,高等数学I-1,高等数学I-2
88,71,82,0,90,74,82,78,80,78,83,0,82,0,64,69,94,83,80,89,83,81,0,78,67
0,79,0,79,0,78,73,78,70,93,80,81,75,83,77,78,72,79,85,78,70,82,91,82,80
94,94,0,89,0,0,92,93,89,100,95,99,78,100,80,88,96,89,82,0,97,96,84,0,0
88,84,0,81,0,88,71,80,78,77,67,0,85,90,70,70,89,93,82,0,61,62,86,76,82
90,90,0,76,0,77,88,93,89,0,93,0,83,74,76,86,89,95,90,99,99,95,91,83,88
91,89,69,0,85,81,69,94,80,87,78,0,81,0,85,79,82,78,73,89,88,83,0,86,71
0,0,78,0,88,88,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,84,79
0,62,0,0,0,0,31,0,27,62,0,0,26,65,76,62,0,12,65,0,0,0,0,63,65
0,96,0,0,87,86,88,94,90,94,90,0,92,0,92,94,81,95,91,98,92,94,0,90,91
0,0,0,0,85,71,0,0,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,92,95
67,76,83,0,90,85,63,66,77,0,80,0,84,0,83,81,92,80,0,69,80,60,0,90,82
91,84,0,81,0,85,81,83,89,0,77,85,73,70,83,87,90,83,85,84,91,92,83,78,83
89,96,84,0,82,91,91,92,89,91,92,0,89,0,94,96,94,93,89,95,88,93,82,78,86
74,58,0,85,0,67,62,69,72,0,69,68,60,63,60,66,78,60,75,0,63,61,73,67,61
91,97,0,78,0,0,82,87,76,0,83,96,90,88,93,97,97,97,99,96,92,89,80,92,95
0,68,0,73,0,77,62,83,73,0,68,82,63,61,61,73,90,77,87,78,76,61,68,71,61
0,71,79,0,82,71,0,0,75,85,0,0,64,0,66,71,77,84,0,0,0,0,0,77,73
96,94,0,0,0,92,86,91,91,95,93,0,97,93,93,0,83,96,90,98,99,97,85,0,0
82,84,0,89,0,77,70,87,81,0,74,93,86,85,77,91,96,85,76,98,79,90,69,81,75
95,94,0,82,0,86,88,93,94,100,93,0,96,98,98,93,99,94,79,90,88,93,91,95,94
0,83,0,0,0,0,69,78,0,0,66,0,74,0,66,87,0,85,84,79,58,60,0,0,0
91,94,0,87,0,92,90,90,92,0,78,90,92,85,96,91,96,94,90,95,97,95,90,91,92
93,91,83,0,0,85,79,93,92,94,84,0,89,0,92,89,100,90,84,0,97,95,0,88,99
0,77,0,0,0,0,0,0,66,0,0,0,0,85,84,0,0,0,0,0,0,0,0,0,0
0,79,79,0,78,88,0,0,61,91,0,0,69,0,81,85,86,94,0,0,0,0,0,87,76
89,92,72,0,0,0,85,87,86,96,82,0,89,0,87,86,92,83,82,95,84,78,0,90,94
86,70,0,91,0,92,69,86,82,0,80,88,87,73,81,73,86,77,96,93,85,77,83,72,72
82,71,0,79,0,71,79,76,69,0,70,81,75,60,63,69,88,84,87,92,74,75,78,86,76
0,0,0,0,87,79,0,0,0,0,0,0,0,0,0,0,95,93,0,0,0,0,0,92,93
93,96,0,74,0,96,88,84,92,0,83,95,92,91,87,95,100,0,67,0,92,88,85,93,95
0,81,80,0,66,89,87,92,75,0,81,0,76,0,83,94,67,81,80,87,84,95,0,88,77
90,76,0,66,0,81,83,87,83,86,66,0,77,80,90,66,77,81,81,0,72,80,81,81,84
0,73,0,79,0,94,81,84,70,80,80,0,76,85,70,75,83,78,79,70,69,77,78,69,84
81,76,78,0,89,91,85,85,83,95,85,0,80,0,75,76,82,74,86,95,85,92,0,77,70
0,0,0,0,81,83,0,0,0,0,0,0,0,0,0,0,99,86,0,0,0,0,0,91,90
80,80,0,78,0,71,76,78,77,0,72,79,81,82,83,73,88,91,79,76,62,77,80,67,90
0,80,0,0,0,0,0,81,80,85,67,0,0,63,78,0,0,0,0,0,0,81,80,0,0
66,60,0,78,0,72,75,63,77,78,69,76,60,60,61,69,86,67,79,0,84,70,68,73,68
88,73,0,80,0,65,77,83,63,87,72,81,71,82,87,82,88,79,87,95,88,75,75,78,73
0,94,72,0,91,92,0,0,75,95,0,0,91,0,80,92,94,90,0,0,0,0,0,73,88
0,83,85,0,91,73,0,0,76,0,0,0,73,0,81,86,100,90,0,0,0,0,0,79,86
0,0,76,0,80,91,0,0,0,0,0,0,0,0,0,0,95,88,0,0,0,0,0,81,90
83,74,0,78,0,80,76,78,80,0,75,0,85,78,75,72,85,78,88,0,69,85,81,74,75
86,87,0,75,0,75,79,85,80,90,80,84,85,77,94,75,89,91,93,0,86,83,84,77,88
89,94,0,81,0,0,74,86,84,93,76,81,79,85,74,84,95,90,89,0,86,84,70,0,0
92,72,0,74,0,75,63,74,82,75,72,78,85,84,86,80,70,70,79,91,87,70,64,70,72
0,0,76,0,93,92,0,0,0,0,0,0,0,0,0,0,99,100,0,0,0,0,0,93,95
0,0,71,0,67,80,0,0,0,0,0,0,0,0,0,0,60,75,0,0,0,0,0,63,75
87,100,83,0,92,95,80,85,85,94,83,0,88,0,95,92,99,90,74,86,76,83,0,82,93
90,91,0,71,0,84,80,89,88,0,88,91,91,88,93,95,90,90,87,0,94,92,84,85,91
0,77,0,74,0,60,60,78,74,67,60,0,62,76,80,71,79,84,80,74,65,60,73,86,93
0,0,70,0,74,73,0,0,0,0,0,0,0,0,0,0,76,60,0,0,0,0,0,78,75
0,97,0,0,0,98,0,0,0,94,0,0,94,0,91,91,97,95,0,0,0,0,0,78,93
0,93,80,0,91,96,0,0,84,89,0,0,94,0,99,93,99,97,0,0,0,0,0,89,93
0,97,0,87,0,96,87,96,83,0,74,98,93,99,94,88,98,96,85,91,86,89,83,95,99
81,68,0,0,0,0,65,88,83,0,66,0,65,78,69,74,0,78,77,93,74,72,61,0,0
93,85,0,82,0,88,83,94,76,95,75,88,88,90,93,79,93,83,80,0,90,86,90,84,83
68,83,0,80,0,0,64,80,80,0,79,77,70,76,78,85,93,80,80,0,83,76,72,0,0
82,78,78,0,78,71,77,83,74,94,79,0,75,0,74,80,85,68,87,0,84,81,0,74,78
86,75,0,74,0,67,61,86,73,91,66,0,64,74,62,72,78,84,79,0,68,74,81,63,23
87,76,0,0,86,78,84,75,83,83,76,0,74,0,76,67,77,83,71,86,76,75,0,83,85
0,89,0,0,80,91,0,0,84,93,0,0,82,0,90,83,97,94,0,0,0,0,0,85,70
0,0,0,0,79,77,0,0,0,0,0,0,0,0,0,0,92,88,0,0,0,0,0,86,82
93,98,0,0,93,98,71,85,95,94,94,0,97,0,100,94,94,88,93,88,85,92,0,88,88
0,84,0,76,0,80,70,77,79,96,72,0,81,76,77,85,79,93,62,74,66,84,61,81,76
69,76,0,77,0,64,60,67,60,0,60,65,73,63,68,69,78,61,85,0,62,64,67,69,65
86,80,0,77,0,82,85,89,87,87,85,91,81,82,74,87,94,83,88,99,88,93,89,76,69
71,65,0,0,0,65,60,64,60,0,61,78,72,67,63,70,0,86,79,71,70,60,79,0,0
0,0,83,0,78,94,0,0,0,0,0,0,0,0,0,0,88,94,0,0,0,0,0,84,85
0,85,0,76,0,61,65,82,79,0,67,0,74,97,81,78,73,87,80,80,68,69,78,72,96
0,65,0,0,0,72,60,60,0,0,0,0,0,72,65,60,0,0,0,0,78,69,0,0,0
0,96,86,0,89,76,88,98,89,96,85,0,95,98,94,0,97,93,84,94,89,96,0,84,91
95,84,0,77,0,75,73,90,87,0,75,92,83,91,95,70,74,86,87,88,83,87,83,72,89
0,86,84,0,82,92,0,0,78,92,0,0,80,0,91,90,90,94,0,0,0,0,0,82,80
97,82,0,0,0,86,78,87,69,94,88,83,68,76,67,77,96,75,77,99,93,88,80,78,79
72,97,0,0,0,80,60,63,60,0,66,65,60,85,72,60,60,67,81,0,63,63,70,70,60
0,0,0,0,77,88,0,0,0,0,0,0,0,0,0,0,69,92,0,0,0,0,0,88,69
76,78,0,76,0,72,79,86,76,85,74,81,73,65,79,66,94,81,79,94,89,81,70,80,79
83,81,0,74,0,74,71,82,84,95,76,91,80,90,81,75,63,75,79,96,77,78,72,82,90
86,83,0,79,0,78,75,78,80,0,72,80,87,85,77,82,88,75,93,90,90,82,81,73,68
89,89,84,0,88,90,92,88,89,90,91,0,86,0,88,89,83,91,90,93,80,93,0,81,73
70,62,0,0,70,62,72,60,66,84,67,0,60,0,60,66,68,60,80,82,64,63,0,61,69
0,0,80,0,82,78,0,0,0,0,0,0,0,0,0,0,99,88,0,0,0,0,0,88,69
77,74,0,77,0,80,76,80,82,0,73,81,83,79,85,77,93,80,88,76,86,68,65,67,71
0,0,81,0,86,93,0,0,0,0,0,0,0,0,0,0,94,100,0,0,0,0,0,97,97
0,89,72,0,78,81,0,0,64,86,0,0,88,0,86,89,88,87,0,0,0,0,0,85,85
0,0,0,0,86,81,0,0,0,0,0,0,0,0,0,0,81,89,0,0,0,0,0,86,91
0,85,85,0,84,93,61,78,65,90,76,0,73,0,90,76,91,85,84,0,72,88,0,89,87
47,34,0,0,71,70,42,51,28,0,31,0,30,0,52,41,66,60,86,0,47,0,0,64,0
0,81,73,0,0,0,66,85,65,93,72,0,74,0,74,73,88,77,82,85,79,73,0,85,81
0,0,79,0,67,91,0,0,0,0,0,0,0,0,0,0,90,85,0,0,0,0,0,84,70
0,0,81,0,74,74,0,0,0,0,0,0,0,0,0,0,85,81,0,0,0,0,0,65,71
78,73,0,72,0,75,70,67,60,0,67,0,68,81,80,75,89,80,89,73,63,60,68,86,87
88,76,0,87,0,84,67,87,85,0,87,90,86,82,85,69,95,82,83,0,79,84,86,69,69
0,67,72,0,86,91,72,78,73,0,75,0,64,0,68,73,99,73,74,82,61,68,60,75,64
0,73,70,0,74,84,0,0,82,84,0,0,69,0,77,78,91,87,0,0,0,0,0,75,71
0,0,0,0,65,77,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,83,75
79,82,77,0,84,87,86,92,65,82,84,0,91,0,92,88,78,87,84,0,73,81,85,78,77
68,87,0,76,0,0,72,80,90,96,74,89,70,89,76,81,89,86,80,92,67,75,79,0,0
0,0,0,0,85,90,0,0,0,0,0,0,0,0,0,0,100,99,0,0,0,0,0,93,88
68,82,0,0,94,68,0,77,71,92,68,0,71,0,79,80,75,86,73,60,70,70,0,80,84
0,0,82,0,83,91,0,0,0,0,0,0,0,0,0,0,97,100,0,0,0,0,0,98,94
83,74,0,58,0,77,67,66,64,0,67,80,60,66,60,63,89,73,76,80,74,75,65,65,66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,60,0,0,0,0,0,0,0
0,0,0,0,85,87,0,0,0,0,0,0,0,0,0,0,87,91,0,0,0,0,0,90,66
0,60,0,87,0,75,63,0,67,0,62,79,73,73,62,78,77,75,87,71,67,60,60,72,69
0,86,77,0,88,80,0,0,83,92,0,0,85,0,83,90,93,91,0,0,0,0,0,78,89
0,0,0,0,85,91,0,0,0,0,0,0,0,0,0,0,94,98,0,0,0,0,0,94,71
78,78,0,0,0,90,77,78,73,97,71,85,71,69,74,92,97,82,60,0,88,77,73,83,82
71,71,0,82,0,81,70,60,61,81,62,0,60,64,67,71,85,76,65,72,62,68,66,72,69
84,91,0,0,0,0,81,88,83,82,87,0,89,0,84,82,99,84,85,91,69,84,0,96,87
91,81,0,0,0,87,79,82,82,97,81,0,77,78,76,84,90,86,72,0,86,72,80,80,83
82,78,82,0,87,62,74,82,77,94,74,0,81,0,80,87,84,76,71,86,60,86,0,86,69
0,81,0,0,86,87,0,0,77,91,0,0,87,0,73,88,86,92,0,0,0,0,0,88,81
77,90,73,0,73,84,64,77,79,85,76,0,75,0,90,84,80,83,77,82,69,69,0,78,80
0,94,0,0,82,88,0,0,82,92,0,0,86,0,76,91,82,90,0,0,0,0,0,85,80
60,64,0,74,0,82,73,81,76,85,71,78,61,60,70,66,90,78,82,0,66,71,62,61,74
89,83,0,83,0,83,72,85,80,0,75,86,92,85,67,75,87,96,82,83,80,75,75,86,77
0,88,0,0,90,74,0,0,0,91,0,0,0,0,64,72,69,96,0,0,0,0,0,81,71
0,94,80,0,91,92,0,0,87,90,0,0,97,0,84,93,99,100,0,0,0,0,0,89,87
0,61,69,0,72,81,80,85,73,82,83,0,62,0,68,72,92,68,83,0,74,70,0,75,78
87,0,0,79,0,71,81,95,91,97,86,0,74,96,81,89,95,82,82,92,83,82,80,91,77
0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,85,84
0,85,0,80,0,91,78,81,68,0,76,85,73,94,77,90,88,94,87,79,84,80,80,80,87
79,91,77,0,95,86,84,81,82,88,84,0,87,0,98,87,99,87,83,0,77,80,0,79,76
83,95,82,0,0,0,88,90,89,89,91,0,97,0,99,92,98,91,93,0,78,84,0,90,91
0,89,0,0,0,93,83,86,82,0,74,0,93,96,87,0,85,95,83,85,83,70,91,0,0
94,74,0,78,0,94,78,85,82,0,83,78,91,84,87,77,90,79,85,0,81,80,81,64,73
65,0,70,0,70,70,72,60,76,82,71,0,63,0,84,76,76,76,73,71,69,70,0,86,81
78,66,82,0,86,83,65,81,80,91,84,0,84,0,88,81,78,88,82,88,82,75,0,81,85
0,90,85,0,86,87,0,0,79,91,0,0,91,0,80,91,87,96,0,0,0,0,0,93,86
63,63,0,77,0,74,66,68,61,80,60,0,62,70,63,61,82,72,80,77,68,65,73,65,65
0,85,0,0,96,91,0,0,92,91,0,0,84,0,89,92,84,80,0,0,0,0,0,71,84
93,95,0,81,0,93,84,94,79,100,89,85,84,96,84,95,95,93,81,76,92,79,90,91,94
90,72,0,0,87,84,66,86,71,96,81,0,63,0,63,69,90,73,71,0,78,82,0,62,60
0,0,79,0,93,81,67,97,81,94,86,0,87,0,99,92,99,97,92,91,97,85,0,99,96
78,73,0,75,0,63,68,80,82,92,70,78,80,75,77,82,79,81,83,76,71,78,90,82,82
0,90,75,0,0,0,88,82,90,0,78,0,0,0,96,92,100,94,70,86,89,76,0,93,91
0,93,80,0,89,88,0,0,79,90,0,0,91,0,74,91,100,99,0,0,0,0,0,82,84
93,93,0,79,0,82,84,82,85,0,79,0,90,95,88,96,87,91,87,89,75,84,80,97,91
0,0,0,0,71,83,0,0,0,0,0,0,0,0,0,0,75,70,0,0,0,0,0,68,54
88,93,84,0,87,84,91,95,88,91,88,0,92,0,91,86,68,88,87,0,85,89,0,91,87
82,79,0,79,0,70,63,80,77,0,61,0,64,71,67,77,74,82,73,84,75,76,78,77,69
85,70,0,64,0,86,84,72,77,89,69,94,72,67,62,87,73,83,84,88,71,78,62,72,84
71,0,71,0,73,74,61,85,76,0,71,0,75,0,81,74,92,70,84,78,72,63,0,82,66
94,91,0,85,0,93,87,88,87,0,84,90,95,93,93,94,93,96,93,93,88,87,78,95,97
89,91,0,80,0,95,91,94,87,0,83,95,94,97,92,91,91,93,81,0,77,84,91,86,93
92,89,0,80,0,77,87,84,89,90,88,95,74,61,83,89,88,93,91,96,86,86,80,84,87
85,78,0,78,0,71,64,86,80,80,71,88,84,78,74,79,89,95,92,77,68,75,82,94,94
75,83,77,0,80,83,69,86,75,76,81,0,79,0,69,62,75,66,82,0,74,74,0,83,64
98,98,0,80,0,87,93,95,96,0,95,98,97,100,98,94,99,0,77,100,93,92,94,84,83
80,60,0,80,0,68,60,65,64,0,67,74,67,68,67,65,80,72,89,77,60,68,69,66,69
0,96,0,85,0,93,76,0,74,0,0,0,80,97,86,78,0,0,82,0,0,0,0,0,0
0,0,84,0,86,79,0,0,0,0,0,0,0,0,0,0,99,98,0,0,0,0,0,96,95
0,90,0,0,91,95,0,0,78,87,0,0,91,0,85,77,86,86,0,0,0,0,0,72,78
0,80,0,0,0,0,0,0,67,0,0,0,0,66,70,0,0,0,0,0,0,0,0,0,0
0,0,0,0,81,87,0,0,0,0,0,0,0,0,0,0,90,98,0,0,0,0,0,94,91
77,73,0,62,0,77,69,76,60,0,70,82,70,78,74,60,75,76,82,0,64,60,72,79,73
86,87,0,79,0,80,74,90,76,0,78,92,82,94,86,77,90,90,80,0,84,69,63,89,92
68,87,0,0,0,62,65,75,76,87,75,70,69,0,94,64,0,75,80,0,71,60,0,0,0
75,87,0,0,0,80,74,76,0,0,84,93,0,88,78,84,0,0,87,0,80,79,0,0,0
0,83,0,75,0,84,67,82,70,0,67,86,73,88,75,86,92,88,88,83,79,78,82,74,90
76,78,79,0,82,74,0,84,82,72,79,0,65,0,83,87,93,73,76,83,81,71,0,81,68
88,78,75,0,78,91,90,89,89,0,94,0,87,0,94,90,94,95,86,95,84,85,0,78,87
0,95,0,0,0,77,77,87,87,0,81,85,89,92,85,94,85,93,88,86,84,95,96,88,96
0,86,85,0,82,91,0,0,82,93,0,0,90,0,89,94,67,87,0,0,0,0,0,86,80
86,86,76,0,77,88,90,81,83,77,89,0,76,0,83,91,100,85,93,0,84,84,0,81,84
0,74,79,0,82,83,66,66,80,0,77,0,73,0,79,87,95,92,84,62,75,69,0,87,87
71,64,0,0,0,0,76,65,67,0,60,65,52,76,65,78,0,70,70,69,60,61,60,0,0
51,65,0,73,0,70,61,78,77,0,76,66,72,63,76,77,73,60,73,74,87,71,65,60,70
0,0,73,0,76,89,0,0,0,0,0,0,0,0,0,0,98,93,0,0,0,0,0,81,77
90,90,0,86,0,99,82,88,90,0,86,99,97,88,97,93,96,96,83,0,94,85,89,90,90
0,87,70,0,0,0,92,87,85,0,86,0,94,0,97,94,93,92,82,0,78,87,0,89,93
0,99,0,0,0,0,0,0,87,90,0,0,97,0,93,92,99,98,0,0,0,0,0,93,97
0,80,0,0,0,91,70,87,71,0,81,82,79,86,71,78,87,86,90,86,78,79,93,74,82
0,0,78,0,85,93,0,0,0,0,0,0,0,0,0,0,99,96,0,0,0,0,0,79,94
62,0,70,0,67,76,74,83,88,89,73,0,78,0,96,84,83,82,74,78,65,61,0,84,75
90,96,80,0,95,95,81,94,97,0,84,0,87,0,97,95,94,88,91,0,89,95,0,81,93
86,88,0,80,0,0,83,90,81,94,88,86,86,67,76,92,87,0,88,90,70,85,72,82,84
91,88,0,81,0,96,84,83,78,0,84,0,87,93,81,92,93,94,80,83,82,81,89,88,97
0,0,81,0,85,85,0,0,0,0,0,0,0,0,0,0,96,74,0,0,0,0,0,88,77
0,0,0,70,0,0,60,60,60,66,60,60,0,62,60,62,0,0,77,65,60,60,60,70,64
74,0,0,0,0,0,74,83,70,87,65,80,0,83,73,76,0,0,79,82,66,73,77,0,0
77,0,83,0,0,0,88,83,63,78,83,0,76,0,79,65,73,96,81,90,73,86,0,88,84
0,0,0,0,91,92,0,0,0,0,0,0,0,0,0,94,100,97,0,0,0,0,0,91,84
79,86,0,82,0,83,77,72,83,94,79,88,64,87,79,80,90,96,85,73,79,74,67,83,84
0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,93,90
0,94,74,0,0,0,0,0,72,90,0,0,84,0,76,85,100,90,0,0,0,0,0,83,91
69,76,0,60,0,69,62,75,60,71,66,0,60,64,61,60,83,78,78,65,63,67,70,73,70
80,73,0,77,0,74,70,80,67,0,62,0,78,90,73,69,78,90,90,77,63,70,71,82,78
86,91,0,81,0,80,72,85,85,0,80,85,82,86,73,68,85,74,87,94,90,85,90,68,80
0,0,76,0,83,94,0,0,0,0,0,0,0,0,0,0,100,93,0,0,0,0,0,86,91
72,60,0,79,0,93,73,69,69,0,68,82,73,66,60,80,95,88,80,0,71,75,71,79,62
0,0,84,0,70,0,0,0,0,86,0,0,0,0,28,48,0,34,0,0,0,0,0,45,0
0,81,80,0,87,80,0,0,86,87,0,0,76,0,68,71,89,80,0,0,0,0,0,72,70
82,80,0,0,0,0,0,91,71,75,86,0,84,0,89,81,92,92,87,0,74,87,0,88,79
60,88,0,81,0,81,61,82,81,0,81,80,82,71,84,89,92,88,85,96,68,60,60,80,92
0,93,0,0,90,77,0,0,83,94,0,0,91,0,98,90,84,95,0,0,0,0,0,75,88
65,66,0,0,0,65,60,72,75,88,76,0,79,61,64,62,84,73,81,0,85,76,78,65,63
91,90,0,0,86,93,51,83,79,86,77,0,84,0,88,94,87,89,80,0,71,72,0,74,82
0,0,73,0,77,91,0,0,0,0,0,0,0,0,0,0,95,89,0,0,0,0,0,77,84
0,76,0,0,95,90,0,0,86,91,0,0,80,0,73,86,94,91,0,0,0,0,0,76,80
0,0,70,0,83,65,0,0,0,0,0,0,0,0,0,0,93,96,0,0,0,0,0,89,90
89,82,67,0,82,64,72,73,69,82,84,0,67,0,79,84,92,83,83,87,84,84,0,71,84
0,0,76,0,81,77,0,0,0,0,0,0,0,0,0,0,87,91,0,0,0,0,0,81,73
92,88,0,72,0,92,91,94,87,0,87,0,93,93,95,78,92,93,83,0,94,85,85,84,87
87,97,0,82,0,83,80,87,83,0,82,90,92,86,99,80,93,94,82,95,85,86,82,94,96
0,98,79,0,83,92,0,0,90,94,0,0,93,0,95,92,99,89,0,0,0,0,0,75,78
75,85,0,72,0,84,75,80,86,98,81,92,83,91,83,91,88,0,90,97,72,71,67,83,79
0,77,77,0,82,76,81,88,75,83,82,0,82,0,73,82,79,78,78,84,82,80,0,74,69
0,78,0,0,0,0,0,0,76,0,0,0,0,80,70,0,0,0,0,0,0,67,0,0,0
0,0,81,0,77,88,0,0,0,0,0,0,0,0,0,0,100,96,0,0,0,0,0,93,87
69,74,0,0,0,0,67,65,71,84,71,0,68,65,81,70,0,80,78,73,67,77,68,0,0
0,0,81,0,74,87,69,74,70,81,70,0,60,0,81,74,88,78,71,70,68,65,0,75,77
88,97,73,0,87,90,80,89,92,92,87,0,97,0,97,96,74,96,84,94,80,90,0,91,95
0,77,0,0,0,96,84,92,96,100,83,94,79,94,92,87,95,0,89,0,87,94,74,69,85
90,95,83,0,90,81,78,97,84,92,89,0,92,0,91,91,97,95,86,0,91,93,0,89,91
90,90,0,73,0,77,85,86,85,98,80,90,86,96,89,87,92,87,76,94,82,80,84,91,90
0,86,85,0,85,79,0,0,82,92,0,0,84,0,88,84,97,84,0,0,0,0,0,74,78
75,65,0,79,0,73,74,75,79,88,78,83,63,73,63,77,89,75,76,0,69,78,81,77,72
79,91,0,77,0,75,78,86,86,97,84,90,82,90,83,84,72,84,76,0,89,86,61,81,77
72,82,0,62,0,75,73,71,80,0,74,87,85,77,91,86,92,82,76,87,76,69,69,76,82
0,84,0,0,88,88,0,0,92,97,0,0,86,0,82,90,92,90,0,0,0,0,0,81,84
0,61,90,0,86,93,60,70,75,79,64,0,72,0,84,67,86,65,71,18,65,78,0,0,0
0,0,0,0,92,82,0,0,0,0,0,0,0,0,0,0,95,98,0,0,0,0,0,90,92
70,86,84,0,78,78,69,76,85,79,87,0,82,0,80,80,90,87,69,82,81,74,0,87,79
96,94,0,80,0,89,84,84,86,96,83,89,78,89,93,88,98,90,84,97,90,92,86,93,86
0,85,0,83,0,75,78,86,74,83,81,0,82,88,78,78,83,87,75,74,75,90,93,91,87
53,73,82,0,73,93,61,70,60,91,64,0,47,0,60,64,73,67,70,62,60,60,0,0,0
0,85,0,0,82,85,78,86,60,92,84,0,68,0,78,79,92,75,84,79,91,80,85,82,68
0,91,0,0,83,85,0,0,78,83,0,0,90,0,77,88,93,95,0,0,0,0,0,72,72
0,92,0,79,0,91,86,87,90,97,78,90,82,90,85,86,96,95,78,80,80,72,72,83,85
89,95,0,0,0,0,89,91,93,90,84,0,89,0,92,91,100,93,82,0,81,87,0,84,90
0,75,0,83,0,87,63,82,73,84,74,0,63,78,68,78,91,84,83,85,77,81,79,79,73
88,0,81,0,83,91,79,93,85,87,83,0,88,0,83,89,66,74,87,0,92,89,0,77,67
0,99,77,0,0,0,93,85,98,0,89,0,97,0,99,99,100,99,88,95,89,89,62,97,99
85,89,0,77,0,0,80,89,87,0,85,92,90,78,88,90,87,94,89,96,96,91,85,83,91
0,0,0,0,81,90,0,0,0,0,0,0,0,0,0,0,99,95,0,0,0,0,0,81,82
0,74,0,0,0,78,62,70,62,70,81,0,0,62,60,68,84,69,65,67,67,64,51,68,62
93,90,0,0,0,0,66,89,86,96,75,0,75,84,78,81,99,74,92,0,82,94,80,0,0
89,90,0,0,0,92,89,84,72,0,72,90,83,87,87,79,83,93,85,89,62,77,77,80,87
0,83,76,0,85,81,77,76,82,73,81,0,82,0,71,77,74,82,83,81,62,78,0,76,73
76,68,0,81,0,76,65,78,72,0,66,63,60,60,75,74,88,82,78,0,60,70,74,79,69
89,79,0,0,0,79,84,91,74,0,75,92,86,94,83,99,93,89,86,0,86,84,79,91,91
86,93,83,0,80,90,79,89,88,91,85,0,93,0,94,95,67,92,82,0,82,83,0,83,85
90,89,81,0,86,84,86,91,83,0,83,0,75,0,89,81,86,84,90,0,88,96,0,79,91
0,64,84,0,74,75,0,0,62,81,0,0,49,0,49,69,68,67,0,0,0,0,0,60,53
0,99,83,0,75,72,78,87,87,0,82,0,95,0,97,89,87,91,86,84,82,87,74,92,93
0,86,0,84,0,82,75,87,69,0,82,0,78,74,84,75,99,78,93,82,86,84,84,80,83
89,93,0,0,88,92,65,94,88,98,89,0,91,0,88,91,90,91,91,94,94,86,0,87,88
0,0,0,0,0,0,0,0,66,0,69,0,0,58,63,0,0,0,0,0,0,60,74,0,0
0,75,81,0,87,87,70,64,72,83,73,0,75,0,84,80,84,82,77,88,67,74,0,87,81
0,0,85,0,88,94,0,0,0,0,0,0,0,0,0,0,97,95,0,0,0,0,0,94,83
0,0,85,0,77,82,0,0,0,0,0,0,0,0,0,0,75,96,0,0,0,0,0,95,91
86,79,0,84,0,77,74,83,73,0,76,81,83,87,70,77,0,72,90,85,83,73,83,0,0
0,0,88,0,82,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,72,84
87,73,0,0,0,0,60,76,60,70,67,51,71,68,82,69,0,65,71,62,60,76,67,79,75
91,92,79,0,91,75,69,84,93,0,82,0,80,0,87,86,90,93,80,96,89,84,85,81,90
0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,87,80
93,94,0,79,0,96,88,92,87,98,90,0,92,96,95,91,94,97,88,93,89,88,90,90,97
0,0,63,0,70,71,0,0,0,0,0,0,0,0,0,0,98,82,0,0,0,0,0,76,64
60,62,0,80,0,72,62,63,71,0,60,65,61,63,60,72,83,60,85,73,78,61,65,62,63
89,89,0,0,76,86,75,85,78,86,84,0,83,0,70,90,62,92,80,94,85,86,0,82,81
0,93,0,0,87,0,0,0,87,92,0,0,80,0,79,90,0,94,0,0,0,0,0,0,0
66,93,0,71,0,97,83,71,90,0,88,0,87,94,96,93,0,0,82,87,81,77,64,96,92
0,0,0,75,0,79,77,83,71,97,67,89,80,85,80,71,70,91,80,78,70,62,74,81,72
0,73,0,62,0,76,60,61,68,0,61,84,61,69,63,90,87,88,79,69,71,61,67,77,82
75,89,83,0,84,96,61,87,80,78,81,0,87,0,85,90,78,91,73,90,68,74,0,80,82
0,91,83,0,84,91,0,0,71,91,0,0,83,0,86,89,100,90,0,0,0,0,0,84,87
77,94,77,0,76,90,66,93,89,92,78,0,82,0,85,75,79,74,69,88,88,83,0,82,74
81,87,0,0,73,80,0,84,76,0,85,0,78,0,89,78,87,88,84,0,73,80,0,82,88
0,71,0,78,0,65,69,70,60,78,68,0,72,79,75,60,77,86,78,74,65,77,72,78,73
0,0,0,0,0,0,0,0,0,0,76,0,0,0,84,0,0,0,0,0,0,0,0,0,0
0,80,0,73,0,60,60,80,64,67,68,0,60,80,72,78,80,85,80,63,79,67,71,86,87
0,75,0,74,0,79,83,80,88,0,77,75,87,98,92,76,77,84,80,78,77,73,89,87,87
53,30,0,0,69,80,39,55,60,0,40,0,35,0,70,60,60,62,86,0,49,45,0,61,45
