xh,C#程序设计,C＋＋程序设计,JAVA语言程序设计,Java程序设计,Python数据处理,“数据结构与程序设计”专题实验,云计算原理与应用,人工智能,人工智能导论,优化方法基础,可视化程序设计,大学计算机,大学计算机I,大学计算机III,大学计算机IV,大学计算机基础I,大学计算机基础II,大学计算机基础III,大学计算机基础（民族预科）,大数据技术与应用,嵌入式智能系统,嵌入式系统,并行优化及程序设计,形式语言与编译,微机原理与接口技术,操作系统,操作系统原理,操作系统原理I,操作系统设计专题实验,数字图像处理与压缩编码技术,数字逻辑电路,数据仓库与数据挖掘,数据库基础及应用,数据库系统,数据结构,数据结构与程序设计专题实验,数据结构与算法A,数据结构与算法A（拔尖班）,数据结构与算法I,数据结构与算法II,数理逻辑,汇编语言,物联网信息安全,物联网应用概论,电子系统设计专题实验1,电子系统设计专题实验2,离散数学A,程序设计与问题求解,程序设计基础,算法分析与设计,算法设计与分析,算法设计与问题求解,组合数学,编译器设计专题实验,网络与信息安全,网络空间安全导论,计算之美,计算机体系结构,计算机图形学,计算机科学技术导论,计算机科学技术导论（少）,计算机程序设计,计算机系统导论,计算机系统综合设计实验,计算机组成,计算机组成与结构专题实验,计算机组成原理,计算机网络,计算机网络专题实验,计算机网络原理,计算机视觉与模式识别,认知计算与机器学习,软件定义网络,软件工程,面向对象与数据分析（C#）,面向对象程序设计,高性能计算导论,高级程序设计
00f346296188c31686e35b8fc0e5114e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,62.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01503dc14fefdef95bc83714a968a537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,83.0,0.0,0.0,0.0,84.0,92.0,0.0,0.0,92.0,0.0,85.0,0.0,87.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,97.0,85.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,75.0,71.0,0.0,0.0,98.0,72.0,0.0,0.0,81.0,0.0,0.0,93.0,0.0,0.0
0160275260007afb2acffeb2321c322b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
017c9f0c17e6224c6bf0c2ccac5fcd38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,86.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,98.0,0.0,0.0,0.0,0.0,87.0,0.0,83.0,0.0,0.0,75.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,86.0,0.0,73.0,71.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,84.0,80.0,0.0,0.0,87.0,84.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
01b25ab42608770f3ee7192e7b48048d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,94.0,98.0,0.0,0.0,0.0,0.0,84.0,0.0,92.0,0.0,0.0,90.0,0.0,90.0,91.0,0.0,0.0,0.0,0.0,91.0,0.0,99.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,95.0,95.0,0.0,0.0,0.0,98.0,95.0,98.0,0.0,0.0,83.0,94.0,91.0,0.0,96.0,81.0,0.0,94.0,0.0,0.0
0220e95733d888f27a57366627c9656b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02288f0119dcbdb413eeeb24ad6b3c29,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0
0258116af16119325cb71265a7d24c1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,89.0,0.0,0.0,0.0,87.0,98.0,0.0,0.0,94.0,0.0,89.0,0.0,94.0,0.0,0.0,93.0,0.0,95.0,96.0,0.0,0.0,98.0,0.0,93.0,0.0,90.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,97.0,94.0,0.0,0.0,0.0,87.0,85.0,100.0,0.0,0.0,98.0,92.0,0.0,0.0,98.0,86.0,0.0,94.0,0.0,0.0
0258bb9bdd903053db75f2f7c798c44d,0.0,0.0,0.0,0.0,0.0,87.0,0.0,71.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,61.0,0.0,0.0,0.0,78.0,92.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,73.0,0.0,76.0,77.0,0.0,0.0,0.0,0.0,79.0,0.0,83.0,80.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,92.0,69.0,83.0,0.0,0.0,98.0,66.0,0.0,0.0,73.0,87.0,0.0,71.0,0.0,0.0
0264b304d66726cb2b8ea0ada210de96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026ac9c9c5f5c449055434153a790106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,86.0,98.0,0.0,0.0,0.0,0.0,78.0,0.0,83.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,82.0,75.0,0.0,0.0,0.0,80.0,83.0,0.0,0.0,0.0,90.0,84.0,0.0,0.0,0.0,76.0,87.0,83.0,0.0,0.0,92.0,84.0,0.0,0.0,82.0,0.0,0.0,91.0,0.0,0.0
027562a725f1385690c5bc9bf7152c34,0.0,0.0,97.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,87.0,0.0,0.0,0.0,89.0,98.0,0.0,0.0,95.0,0.0,83.0,0.0,83.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,82.0,84.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,85.0,88.0,0.0,0.0,87.0,81.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0
028b3d252827eb30ccd2c1fae01116e5,0.0,0.0,88.0,0.0,0.0,0.0,0.0,82.0,0.0,93.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,100.0,90.0,0.0,0.0,92.0,91.0,0.0,0.0,0.0,0.0,93.0,92.0,0.0,0.0,0.0,0.0,78.0,93.0,0.0,0.0,92.0,87.0,0.0,0.0,88.0,0.0,0.0,97.0,0.0,0.0
02ba51d7dd5a6ba3ae6e6cf1ce3e5033,0.0,0.0,85.0,0.0,0.0,0.0,0.0,81.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,89.0,92.0,0.0,0.0,0.0,0.0,84.0,0.0,98.0,0.0,0.0,91.0,0.0,0.0,87.0,0.0,0.0,92.0,92.0,94.0,0.0,84.0,75.0,0.0,0.0,0.0,89.0,85.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,85.0,83.0,92.0,0.0,0.0,83.0,87.0,0.0,0.0,0.0,83.0,0.0,86.0,0.0,0.0
02ca2b75d0c55c1b9f853ddde082f55e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,82.0,0.0,0.0,0.0,78.0,83.0,0.0,0.0,0.0,0.0,70.0,0.0,83.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,84.0,78.0,0.0,0.0,68.0,84.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,75.0,81.0,0.0,0.0,83.0,84.0,0.0,0.0,81.0,0.0,0.0,75.0,0.0,0.0
0300eb4fa8026f960aeafc28107d63c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,84.0,0.0,86.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
0322605d7c7cae189425a4ad84eb4074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,68.0,0.0,0.0,0.0,83.0,87.0,0.0,0.0,0.0,0.0,85.0,0.0,79.0,0.0,0.0,82.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,80.0,0.0,69.0,90.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,90.0,89.0,0.0,0.0,0.0,92.0,85.0,95.0,0.0,0.0,83.0,79.0,0.0,0.0,84.0,75.0,0.0,73.0,0.0,0.0
037185000eec6fdae6276577215fd361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,93.0,87.0,0.0,0.0,0.0,0.0,87.0,0.0,82.0,0.0,0.0,70.0,0.0,90.0,80.0,0.0,0.0,0.0,0.0,88.0,0.0,84.0,82.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,83.0,86.0,95.0,0.0,0.0,87.0,84.0,0.0,0.0,82.0,81.0,0.0,92.0,0.0,0.0
037cec4dadc56de5bf5ab7438211b253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,85.0,0.0,0.0,0.0,87.0,87.0,0.0,0.0,0.0,0.0,75.0,0.0,95.0,0.0,0.0,89.0,0.0,97.0,89.0,0.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0,0.0,0.0,84.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,85.0,95.0,0.0,0.0,83.0,81.0,0.0,0.0,88.0,83.0,0.0,93.0,0.0,0.0
03ba0341fd4b27be826e86f3e230c3c3,0.0,0.0,65.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,67.0,0.0,0.0,0.0,71.0,87.0,0.0,0.0,0.0,0.0,76.0,0.0,85.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,74.0,0.0,141.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,79.0,76.0,95.0,0.0,0.0,76.0,68.0,0.0,0.0,79.0,62.0,0.0,79.0,0.0,0.0
03c5cd7bb6f02dc0f568d5b3eb2dbd68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,90.0,98.0,0.0,0.0,0.0,0.0,77.0,0.0,92.0,0.0,0.0,83.0,0.0,89.0,83.0,0.0,0.0,0.0,0.0,77.0,0.0,92.0,79.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,85.0,80.0,98.0,0.0,0.0,87.0,88.0,83.0,0.0,90.0,76.0,0.0,92.0,0.0,0.0
03d29d08cd361c57beaf3ad87b59975e,0.0,0.0,0.0,0.0,0.0,91.0,0.0,60.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,60.0,92.0,0.0,0.0,90.0,0.0,82.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,84.0,0.0,90.0,60.0,0.0,0.0,68.0,79.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,79.0,60.0,79.0,0.0,0.0,92.0,60.0,0.0,0.0,92.0,82.0,0.0,92.0,0.0,0.0
03ee80113b2a951843a282f45ee9bc7a,0.0,0.0,0.0,0.0,0.0,83.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,83.0,92.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,90.0,0.0,85.0,75.0,0.0,0.0,0.0,0.0,71.0,0.0,77.0,88.0,0.0,0.0,72.0,81.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,92.0,85.0,83.0,0.0,0.0,92.0,75.0,0.0,0.0,84.0,70.0,0.0,77.0,0.0,0.0
0409f58b09458ce5c3deb73e7a33e56e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,87.0,0.0,0.0,0.0,87.0,98.0,0.0,0.0,0.0,0.0,78.0,0.0,92.0,0.0,0.0,85.0,0.0,94.0,93.0,0.0,0.0,0.0,0.0,83.0,0.0,97.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,92.0,92.0,100.0,0.0,0.0,92.0,87.0,0.0,0.0,91.0,87.0,0.0,97.0,0.0,0.0
0460037d235555c245b406d2468cb056,0.0,0.0,83.0,0.0,0.0,0.0,0.0,89.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,65.0,0.0,0.0,0.0,65.0,76.0,0.0,0.0,0.0,0.0,80.0,0.0,95.0,0.0,0.0,71.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,89.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,86.0,90.0,0.0,0.0,0.0,98.0,77.0,90.0,0.0,0.0,79.0,81.0,0.0,0.0,76.0,72.0,0.0,83.0,0.0,0.0
04c636ebecf2c1250ca1c4102e00e71c,0.0,0.0,79.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,73.0,0.0,0.0,0.0,75.0,87.0,0.0,0.0,0.0,0.0,79.0,0.0,83.0,0.0,0.0,74.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,86.0,0.0,93.0,87.0,0.0,0.0,0.0,71.0,77.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,83.0,80.0,95.0,0.0,0.0,76.0,60.0,0.0,0.0,73.0,68.0,0.0,0.0,0.0,0.0
05501d6a7e4dca7a7c6678c80cf28b53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,95.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0
