xh,24式太极拳,专业实习II,专业实习Ⅰ,中国近现代史纲要,习近平新时代中国特色社会主义思想概论,人工智能,优化方法基础,体育-1,体育-2,体育-3,体育-4,军训,国防教育,大学化学,大学化学实验,大学物理II-1,大学物理II-2,大学物理实验I-1,大学物理实验I-2,大学英语I,大学英语III1,大学英语III2,大学计算机III,工程与社会,工程制图,形势与政策,形式语言与编译,思想道德修养与法律基础,操作系统原理I,操作系统设计专题实验,数字逻辑电路,数学建模II,数据库系统,数据结构与程序设计专题实验,数据结构与算法I,数理逻辑,概率统计与随机过程,模拟电子技术,模拟电子技术基础,毕业设计（论文）,毛泽东思想和中国特色社会主义理论体系概论,汇编语言,测控实习,生命科学基础I,电子技术实验1,电子技术实验2,电工实习,电路,离散数学A,程序设计基础,算法分析与设计,线性代数与解析几何,编译器设计专题实验,表达与交流,计算机图形学,计算机科学技术导论,计算机系统综合设计实验,计算机组成,计算机组成与结构专题实验,计算机网络专题实验,计算机网络原理,课外实践8学分,软件定义网络,软件工程,金工实习,面向对象程序设计,项目设计,马克思主义基本原理,高等数学I-1,高等数学I-2
246c2c90909480ce95e114bf202f9622,0,0,0,84.0,0,0,0,84,76,0,0,96,88,88,95,85.0,0,92,0,79,0,0,82,0,87,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89,0,87,0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,91,91
2471a22964202e69478b4d57a29fb462,0,0,98,86.0,88,86,0,68,72,72,76,89,83,84,85,83.0,96,83,87,79,0,0,73,88,88,0,88,78,83,98,86,87.0,91,92,85,0.0,84,88,0,0,92,0,98,0,83,79,87,97,88.0,95,87,83,88,0,86,94.0,0,68,85,92,82,0,0,0,92,95,0,88,82,86
2472a61a3c3acad3b37d8f6f215b8abe,0,0,0,75.0,85,0,0,66,79,80,75,88,78,0,0,91.0,91,87,92,0,0,0,0,0,0,0,68,0,0,0,0,0.0,0,0,0,0.0,67,0,0,0,82,74,0,0,0,0,0,71,73.0,0,0,87,0,0,0,93.0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
24ad4533cca6fa2a0269712a7785826c,60,92,79,75.0,0,76,62,0,0,0,0,89,87,0,0,68.0,73,86,92,0,70,72,0,90,63,60,60,67,80,76,67,0.0,81,79,72,0.0,63,0,80,83,80,79,87,75,83,87,87,60,73.0,90,68,87,78,85,0,80.0,85,67,79,73,67,60,86,71,87,70,79,78,71,63
24bb0bc4550a28af26947172ab994dd0,0,92,95,90.0,0,98,85,0,0,89,85,74,90,0,0,86.0,89,92,92,0,0,0,0,89,80,60,82,93,82,87,85,98.0,77,88,93,0.0,67,0,94,87,88,92,87,83,98,87,92,72,76.0,77,0,85,85,87,88,0.0,87,86,95,83,92,60,84,69,92,87,92,89,81,79
255ee5e9322cbd44dcde01813f6a0e41,72,93,92,81.0,0,83,80,0,0,68,75,85,85,0,0,94.0,91,92,87,0,0,0,0,87,92,60,64,70,81,83,82,0.0,80,96,90,0.0,76,0,83,83,79,69,87,0,92,87,92,80,82.0,84,87,89,76,79,85,0.0,87,80,95,76,80,60,0,84,92,97,83,78,85,81
25b4b4aaba041798f2110405139f371d,0,0,0,87.0,0,0,0,90,0,0,78,83,87,87,94,88.0,0,98,0,80,0,0,84,0,80,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,77,0,86,0,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,90,76
25c3b3a48a4ac36a1b94c7cd8219f51d,0,0,91,82.0,77,0,0,72,90,73,70,91,86,84,90,91.0,83,92,87,84,0,0,92,84,93,0,60,93,62,30,66,76.0,65,83,78,0.0,65,67,0,0,80,0,87,0,79,79,92,81,73.0,64,66,83,80,0,0,87.0,0,28,0,87,49,0,0,0,92,63,0,74,82,78
25fac260a86d70c554441862a080603e,75,87,90,88.0,0,82,79,0,0,0,0,91,68,0,0,80.0,88,87,89,0,82,81,0,0,73,60,72,91,78,80,85,0.0,81,0,0,81.0,77,0,93,0,0,82,83,80,80,83,87,80,81.0,89,82,74,82,62,0,89.0,83,68,80,90,60,60,82,85,87,93,87,78,67,80
26018425fb9bb6d45ee8141207723170,0,0,0,78.0,0,0,0,76,84,0,0,80,76,96,93,99.0,0,83,0,77,0,0,78,0,79,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89,0,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,91,96
260dfc5cb014027e4cb192dedbd60552,61,92,99,89.0,0,96,0,0,0,79,77,82,93,0,0,96.0,95,87,87,0,83,83,0,91,0,60,70,88,81,92,78,99.0,91,82,84,0.0,88,0,86,87,88,81,70,90,98,92,87,75,88.0,88,0,0,74,98,99,0.0,98,77,95,76,87,60,77,80,87,92,79,85,0,0
2622e34ad64d50204e75c8c67c9d3445,62,92,83,86.0,0,60,91,0,0,0,0,87,76,0,0,91.0,85,81,86,0,81,82,0,80,92,0,71,83,87,92,78,0.0,87,0,92,97.0,90,0,96,0,84,84,76,84,87,76,87,98,81.0,88,60,72,79,85,0,81.0,79,60,76,87,60,60,72,78,87,94,79,80,87,87
264ce9d7388163fdb281fccf6f3d37e1,0,92,92,86.0,90,95,0,88,87,83,86,86,91,87,98,89.0,93,92,98,78,0,0,83,87,97,60,83,84,94,92,81,88.0,87,83,94,0.0,87,96,0,87,88,95,92,0,92,79,92,95,92.0,90,77,80,70,95,88,88.0,76,86,92,87,93,60,0,0,92,94,92,0,77,80
264f4dd85a9be1994a7eb4713eccf9f8,0,0,92,83.0,83,89,0,76,77,67,68,83,91,85,93,90.0,88,98,98,79,0,0,90,0,85,0,92,83,90,98,81,88.0,87,98,85,0.0,84,68,0,0,74,90,92,0,92,83,87,90,82.0,86,78,70,93,0,96,93.0,0,70,96,92,86,0,94,0,87,91,0,84,62,85
266c02dde26813afe8895c52987479ea,0,0,0,83.0,0,0,0,73,79,0,0,87,88,85,95,95.0,0,87,0,76,0,0,90,0,87,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,92,0,85,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,81,78
2675331f5d88a47500fbdedee78a77bc,0,0,79,78.0,76,0,0,90,94,82,64,89,65,60,88,62.0,42,83,83,0,0,0,0,85,0,0,0,77,0,30,0,0.0,0,0,5,0.0,35,0,0,0,75,2,83,19,0,0,87,11,62.0,0,0,64,0,87,0,0.0,0,1,7,30,32,0,0,0,87,0,0,75,70,65
26bd835f9c1f4a73527d905c33d7ecb7,0,0,87,88.0,92,91,0,83,77,80,85,83,89,92,95,0.0,0,92,92,0,0,0,85,91,88,0,96,86,84,92,83,86.0,88,87,87,0.0,83,89,0,0,91,0,87,0,92,83,87,96,94.0,80,85,93,88,0,0,93.0,0,83,80,87,82,0,0,0,92,86,0,89,93,91
26cf27068d7cbd0483740111306a34c0,0,92,87,83.0,0,84,0,0,0,86,90,73,92,0,0,90.0,87,92,87,0,0,0,0,82,75,60,81,85,88,87,92,100.0,80,78,76,94.0,75,0,81,87,91,85,79,0,87,90,83,84,91.0,80,0,92,81,91,85,0.0,66,69,95,76,85,60,60,73,92,92,83,85,85,87
26dbf5d3113e698f3c1f1fda761188e6,60,87,80,76.0,0,94,0,0,0,0,0,93,92,0,0,91.0,93,88,80,0,80,77,0,0,80,60,91,93,89,90,85,100.0,83,0,0,85.0,87,0,93,0,0,0,92,86,90,92,87,83,95.0,92,90,96,70,70,0,86.0,70,82,75,87,81,60,83,92,87,96,83,81,85,97
271cc6c82d728be9d896b3d2a224f3bf,73,87,87,90.0,0,96,0,0,0,0,0,85,91,0,0,87.0,83,87,87,0,0,0,0,97,78,60,73,90,91,98,82,91.0,84,88,83,0.0,80,0,77,83,89,90,92,89,92,98,92,73,88.0,94,77,67,96,94,94,91.0,98,88,83,87,85,60,90,85,92,96,76,88,73,73
272c8c16fd365537b94dc1915dc41aa8,0,0,0,82.0,80,0,0,85,86,82,83,89,81,77,92,77.0,73,83,83,81,0,0,86,0,84,0,0,0,0,0,52,80.0,0,0,46,0.0,38,0,0,0,85,0,73,0,62,30,83,74,60.0,75,33,91,0,0,0,89.0,0,0,0,0,0,0,0,0,92,0,0,73,76,79
27a9368dfb0f5b5ff3444cb7d34dd2a3,0,0,0,90.0,0,0,0,89,85,0,0,90,86,80,88,91.0,0,83,0,83,0,0,79,0,84,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100,0,92,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,88,93
27b140118d5fff3c5ee2b45fcb91fb73,70,87,83,81.0,0,78,0,0,0,0,0,85,90,0,0,74.0,79,83,85,0,85,77,0,94,80,0,60,85,94,92,64,82.0,73,0,95,87.0,75,0,82,0,88,85,87,74,87,79,83,92,71.0,91,0,85,79,73,0,80.0,83,75,83,83,80,60,79,72,87,84,92,84,90,81
27b27d229f34369ae1713cf8176279b2,0,98,98,77.0,0,76,0,0,0,0,0,100,92,0,0,88.0,81,83,79,0,73,75,0,84,73,60,66,81,64,92,68,71.0,61,93,71,73.0,87,0,69,79,82,0,98,68,87,76,87,78,72.0,83,79,94,82,84,0,87.0,92,63,98,83,66,60,66,67,87,81,98,71,91,88
27bfb2c2fa9e5116618987ab463994c4,68,87,79,85.0,0,85,89,0,0,0,0,74,96,0,0,91.0,89,85,86,0,86,75,0,96,96,0,81,95,85,92,85,0.0,82,0,92,90.0,94,0,93,0,91,88,87,85,76,83,87,95,87.0,95,84,94,79,73,0,84.0,76,87,79,83,84,60,75,85,92,95,87,79,91,85
27dbd5b1b6ec802cbc41c61c1b88ba74,90,92,87,93.0,0,78,0,0,0,0,0,85,95,0,0,89.0,84,78,86,0,82,85,0,90,88,0,75,75,86,92,87,87.0,76,0,83,76.0,93,0,89,0,88,91,98,84,87,87,87,87,75.0,88,87,75,88,69,0,81.0,92,80,98,87,82,60,79,80,87,89,79,90,76,82
27ec443c9eb656b6841766e4dac0ae10,0,79,88,83.0,0,0,0,0,0,84,71,74,74,0,0,92.0,86,76,79,0,77,83,0,77,94,60,85,81,86,76,79,84.0,78,95,86,0.0,78,0,88,83,74,78,98,82,83,76,83,84,85.0,98,76,0,71,83,87,83.0,98,82,95,87,85,60,85,80,87,95,87,84,84,89
27f0f355df2e83431951d2fc2719b9cf,0,92,92,81.0,88,91,0,85,82,82,77,83,76,78,88,81.0,77,87,87,78,0,0,83,79,65,60,80,78,91,87,86,86.0,75,89,89,0.0,68,89,0,83,82,0,92,0,98,77,92,82,69.0,83,80,82,74,92,0,85.0,76,85,83,79,93,60,87,0,87,92,87,0,84,72
282f363c661f8d200fb7be649946d9f8,0,0,0,78.0,0,0,0,97,95,0,0,95,84,94,97,96.0,0,87,0,83,0,0,76,0,87,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,93,0,94,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,93,88
289dd1ed371ba9df37c171970d3b60ad,0,0,89,86.0,90,0,0,80,74,79,84,84,88,0,0,88.0,90,92,98,73,0,0,81,91,84,0,81,87,84,92,89,90.0,87,83,88,0.0,84,91,0,0,86,96,98,85,87,92,87,90,94.0,77,85,90,88,0,97,94.0,0,85,95,92,90,0,0,0,87,0,0,90,70,72
28abd75d575988d3c2f3c2a3117cd4bc,0,92,88,87.0,84,92,92,94,96,84,84,87,96,84,97,0.0,92,92,87,84,0,0,0,79,0,60,70,87,85,98,81,0.0,82,87,90,0.0,74,85,0,87,88,0,92,0,87,81,79,90,86.0,95,78,93,86,83,86,90.0,76,75,83,87,89,60,94,0,92,0,87,0,83,91
2901b68914ada92a90f271880ed30942,0,92,92,81.0,90,76,0,71,80,78,81,92,86,84,95,93.0,87,83,87,84,0,0,77,84,79,60,60,75,67,87,75,93.0,71,92,92,0.0,69,80,0,0,96,0,98,0,83,79,92,86,92.0,93,69,80,79,0,80,85.0,0,84,83,87,69,0,0,0,92,88,0,0,81,79
29d37eee6619a1edc8522dea947a02a5,0,87,98,88.0,84,90,0,92,96,91,87,74,93,88,95,0.0,0,92,92,87,0,0,0,90,0,60,79,88,97,98,94,92.0,85,92,92,0.0,90,93,0,83,88,0,98,0,87,92,79,92,98.0,100,91,96,74,94,0,85.0,76,86,98,83,95,60,92,0,87,90,83,0,96,96
29f500768c75a6d6bffbef88a4251ca5,60,83,98,82.0,0,78,0,0,0,73,84,84,84,0,0,97.0,87,87,87,0,75,78,0,89,89,60,74,90,76,87,78,100.0,80,83,88,92.0,80,0,87,83,89,80,98,0,92,87,92,87,87.0,76,0,90,81,86,93,87.0,92,80,95,83,78,60,69,77,87,89,76,89,88,81
2a421e0c83aeb97111e77e818b313250,87,83,87,82.0,0,89,92,0,0,0,0,96,97,0,0,92.0,92,80,85,0,80,82,0,97,90,0,77,89,88,98,81,0.0,85,0,91,98.0,93,0,94,0,91,86,98,88,76,78,87,90,92.0,96,88,95,97,76,95,85.0,98,90,98,87,83,60,92,81,92,95,87,81,91,88
2a4d26946be0cb604d8d02b39789e3e7,90,92,92,80.0,84,89,89,80,87,82,78,86,88,81,87,0.0,0,66,92,0,0,0,86,84,72,60,72,78,80,98,86,0.0,77,87,97,0.0,90,91,0,83,82,94,92,0,98,87,87,92,95.0,83,85,80,78,87,85,88.0,76,85,90,92,91,60,0,0,87,95,87,0,85,60
2a578764b6edd61563b717705d5c45fc,73,87,98,85.0,0,88,72,0,0,92,71,88,93,0,0,0.0,0,87,87,0,87,84,0,84,87,60,83,87,87,92,89,0.0,76,87,84,90.0,84,0,92,87,86,90,98,90,92,87,87,91,90.0,99,0,93,76,84,90,0.0,87,86,95,70,77,60,0,73,87,89,87,90,89,86
2a645aa6035ef9b0b31cbaf720a58a1d,0,0,0,83.0,86,0,0,82,86,85,82,87,78,81,89,97.0,94,87,98,78,0,0,0,0,0,0,0,0,0,0,82,92.0,0,85,92,0.0,98,95,0,0,83,0,87,0,87,83,87,86,93.0,97,89,90,0,0,0,0.0,0,0,0,0,0,0,0,0,92,91,0,87,79,93
2a8cb5b5de51ead81680804df3d628fe,0,0,92,84.0,80,82,0,86,80,83,81,90,85,0,0,0.0,88,92,87,75,0,0,84,89,79,0,78,78,87,92,87,74.0,80,92,82,0.0,82,83,0,0,85,91,79,0,87,92,87,97,85.0,100,76,87,85,0,0,92.0,0,69,84,87,76,0,0,0,87,93,0,84,78,88
2a98a8d94e7c66bd9e8eb8843abf63ae,65,92,95,84.0,0,78,79,0,0,0,0,74,95,0,0,92.0,84,82,87,0,74,86,0,84,83,60,71,88,83,92,72,0.0,75,95,79,0.0,82,0,86,92,83,90,98,89,76,92,87,88,82.0,83,64,93,80,83,0,89.0,92,92,92,76,87,60,0,82,92,85,83,84,89,90
2aa589e43aeede7522f9e3e299fcc67b,0,0,0,0.0,0,0,0,67,63,0,0,84,76,82,94,91.0,0,83,0,80,0,0,74,0,77,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,96,0,75,0,0,0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,77,65
2ac0d7b4beaa0d80409b5d7814cb5c1f,0,0,0,80.0,84,0,0,87,89,86,87,90,88,69,95,87.0,77,83,87,0,0,0,85,0,86,0,0,0,0,0,89,91.0,0,87,70,0.0,78,79,0,0,87,0,98,0,92,73,87,63,64.0,77,83,83,0,0,0,92.0,0,0,0,0,0,0,0,0,92,80,0,90,74,67
2af5d7bacef2e50816630881feb7d950,0,0,92,88.0,83,90,0,71,80,86,84,89,90,79,93,90.0,86,92,92,79,0,0,90,89,81,0,77,86,86,83,83,83.0,86,83,87,0.0,87,91,0,0,84,0,79,0,87,87,87,94,90.0,85,76,85,87,0,92,91.0,0,74,80,87,78,0,0,0,92,94,0,87,81,87
2af830d1048a80ed50b2e534244f53a3,0,0,0,0.0,0,0,85,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,81,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b3cfbc01bcab3fd08b7a85a69c11f07,98,98,79,88.0,0,85,84,0,0,0,0,96,88,0,0,82.0,79,85,87,0,70,68,0,95,88,0,71,92,88,98,85,0.0,64,0,80,89.0,83,0,89,0,88,94,87,71,87,98,87,91,88.0,91,0,80,85,66,0,84.0,92,81,87,87,72,60,72,73,92,95,98,81,78,76
2b53f76af7993376adf9bf37acc5899f,73,87,87,87.0,0,98,94,0,0,0,0,86,95,0,0,90.0,87,83,89,0,91,82,0,99,79,0,84,90,92,98,90,0.0,82,0,92,98.0,97,0,92,0,92,93,98,88,87,98,83,98,76.0,91,88,98,90,82,0,88.0,98,97,98,98,88,60,69,84,92,94,92,80,91,91
2b73d8acc498f5f87f26a72ee9fcd324,0,90,70,0.0,0,20,0,0,0,0,0,0,0,0,0,62.4,24,83,88,0,71,82,0,0,23,0,0,0,20,69,20,60.0,30,0,0,20.0,21,0,26,0,0,0,83,20,0,73,92,20,28.0,61,0,31,79,62,20,60.0,76,34,60,86,20,0,20,39,92,64,76,0,73,84
2b8ce58b8e6ffcfea728e855b3f6de06,0,92,100,80.0,89,0,79,86,80,89,84,87,83,0,0,93.0,88,83,92,84,0,0,88,82,94,60,62,73,83,92,71,0.0,73,79,79,0.0,60,77,0,83,81,78,87,72,87,87,92,82,87.0,87,69,73,88,92,91,83.0,98,86,76,87,72,60,90,0,92,0,83,0,81,82
2b9794cd7444adc4aea5b1d661624aea,0,0,83,82.0,82,79,0,79,81,84,75,89,90,79,93,90.0,81,92,83,76,0,0,73,90,81,0,0,80,92,87,86,90.0,84,83,71,0.0,74,69,0,0,83,86,87,0,92,83,92,78,90.0,66,80,90,76,0,87,93.0,0,64,79,92,84,0,0,0,87,88,0,0,83,73
2bb6aa2e8850198d1ad89facaacfeffc,66,97,98,83.0,0,96,0,0,0,86,87,78,92,0,0,78.0,81,87,87,0,82,87,0,94,65,60,68,88,72,98,81,97.0,83,92,85,83.0,70,0,90,83,86,86,76,0,98,92,92,76,80.0,71,92,90,87,79,89,0.0,87,85,95,83,78,60,96,86,92,88,79,86,84,86
2be41a41c4193ad28f7ea58dce73b870,78,92,83,88.0,0,74,88,0,0,0,0,74,97,0,0,88.0,70,86,85,0,0,0,0,95,74,0,69,96,77,92,75,0.0,72,0,76,96.0,94,0,85,0,95,84,92,91,76,83,83,94,78.0,82,78,87,91,87,0,89.0,83,80,87,98,67,60,77,74,92,85,73,85,79,74
2c1931304ff0fdc5971cb2006eea20bd,66,93,98,80.0,81,66,0,0,0,68,73,82,0,0,0,74.0,70,0,83,0,0,0,0,81,0,60,79,75,73,87,76,85.0,81,0,0,0.0,66,0,66,83,84,83,66,0,79,87,87,78,83.0,0,91,70,70,70,78,85.0,98,81,90,87,81,60,0,65,92,83,76,85,41,0
2c30f863d9ed2595ed98828c7cab419e,72,92,92,86.0,0,84,88,0,0,0,0,88,99,0,0,86.0,96,85,79,0,90,85,0,95,67,60,80,86,86,92,84,0.0,83,95,90,86.0,77,0,78,92,88,89,98,87,92,79,83,85,85.0,90,77,85,91,82,92,88.0,87,80,79,79,83,60,88,80,87,94,83,86,90,90
2c4cc4a511444979af61443c9f118154,70,83,90,62.4,0,73,0,0,0,0,0,0,0,0,0,64.8,51,83,88,0,71,73,0,0,66,0,61,0,82,83,55,71.0,77,0,0,0.0,51,0,63,0,0,70,73,65,90,92,87,52,60.8,81,78,63,77,83,78,64.8,86,82,84,88,69,60,82,74,87,75,94,0,63,60
2c770cb95235b27f9693e46fc2c12615,0,0,0,83.0,82,0,0,77,74,75,77,90,81,0,0,93.0,84,83,87,80,0,0,88,0,92,0,0,0,0,0,68,85.0,0,72,84,0.0,61,47,0,0,81,80,83,91,87,83,83,70,81.0,91,0,81,0,0,0,92.0,0,0,0,0,0,0,0,0,92,77,0,81,74,82
2c7f329628180cd1d380fd842b510726,66,83,80,76.0,0,81,0,0,0,0,0,85,83,0,0,61.0,72,86,70,0,72,76,0,0,63,60,60,96,72,79,87,69.0,60,0,0,0.0,66,0,75,0,0,71,83,72,80,76,87,62,60.0,77,71,64,79,70,0,83.0,92,64,75,86,60,60,75,69,87,82,83,81,61,61
2caf6e7a37d7c71d4bdbe51d91d0acb8,0,0,0,80.0,0,0,0,83,80,77,0,100,88,0,0,0.0,0,87,92,78,0,0,0,0,0,0,0,68,0,0,94,93.0,0,0,0,0.0,0,86,0,0,88,94,98,0,92,92,92,0,0.0,0,84,0,0,0,0,0.0,0,0,0,0,0,0,0,0,92,91,0,85,0,0
2cfb2e6f80102910ffcbb562aa0ee060,72,92,90,70.0,0,70,79,0,0,0,0,80,63,0,0,70.0,72,84,89,0,66,77,0,0,62,60,72,90,78,91,74,0.0,74,0,0,83.0,76,0,79,0,0,0,98,64,80,98,87,64,83.0,89,0,78,85,79,0,83.0,92,66,80,92,75,60,83,82,92,82,83,78,85,83
2d0b2089a763666efe6ff5ca38188f76,76,92,98,89.0,0,86,72,0,0,77,81,84,90,0,0,0.0,0,87,87,0,77,82,0,92,81,60,65,82,76,87,69,0.0,73,92,76,0.0,71,0,85,87,87,85,98,0,98,92,92,80,79.0,87,76,77,90,79,96,0.0,87,74,95,98,75,60,75,80,92,90,92,87,73,77
2d309be8b5f852f8f519a5e0ff23269a,60,92,93,81.0,0,89,80,0,0,79,80,84,85,0,0,87.0,86,83,87,0,79,81,0,91,87,60,81,72,77,76,90,0.0,80,95,91,92.0,84,0,69,87,80,79,87,78,98,87,92,87,90.0,91,83,0,76,76,0,84.0,92,91,95,73,84,60,79,71,92,90,83,71,85,80
2d8f1846baf4601fec10c511c1296409,0,0,98,84.0,90,0,0,77,78,74,71,82,92,88,94,82.0,87,87,83,77,0,0,77,90,82,0,82,94,85,92,89,90.0,83,83,88,0.0,84,86,0,0,90,0,87,0,92,83,87,87,94.0,100,83,94,80,0,87,94.0,0,83,60,92,83,0,0,0,92,93,0,86,79,81
2d99c722c49d097ad251d3fb984b8701,76,94,92,85.0,0,94,0,0,0,76,76,88,87,0,0,96.0,90,92,87,0,79,84,0,90,88,60,75,80,85,98,94,97.0,85,95,84,93.0,90,0,79,92,88,88,83,0,87,92,87,94,95.0,91,0,87,80,79,100,96.0,83,81,95,92,81,60,89,88,92,87,92,92,95,94
2dd529770b3a07bfbbc4e6e95d06d234,0,0,98,81.0,86,0,0,69,86,78,83,82,92,88,96,83.0,90,92,87,76,0,0,0,0,0,0,0,68,0,0,77,92.0,0,92,74,0.0,87,78,0,0,93,0,87,0,87,76,87,73,77.0,95,84,76,0,0,0,0.0,0,0,0,0,0,0,0,0,87,81,0,78,84,76
2dde6f2b7737b23dfe6cf472fa157ee5,65,83,95,86.0,0,89,0,0,0,82,83,87,82,0,0,99.0,91,79,79,0,79,82,0,90,94,60,87,82,79,92,84,97.0,90,88,84,93.0,87,0,96,92,86,98,83,85,92,83,92,96,92.0,92,0,0,76,92,99,95.0,92,83,95,87,84,60,85,87,92,96,98,83,91,95
2e00ab8653d5e6b1c1903ef2a0ce980b,67,92,80,80.0,0,0,0,0,0,0,0,84,82,0,0,81.0,87,86,84,0,0,0,0,0,73,60,77,96,98,95,72,86.0,75,0,0,84.0,79,0,94,0,0,84,98,80,90,83,87,72,79.0,91,86,94,82,79,91,91.0,83,86,75,90,93,60,89,85,87,89,92,85,86,85
2e1dbd308c752a14c7576eb91f483bb3,80,92,92,86.0,88,81,0,76,73,73,77,87,92,87,98,70.0,91,92,92,0,0,0,76,91,80,60,78,84,91,87,76,90.0,80,79,72,0.0,78,88,0,83,90,0,83,0,92,76,92,95,82.0,80,72,86,78,70,0,87.0,76,88,85,87,81,60,84,0,92,0,83,0,87,85
2e284adf71f746f1107013da8f8d73e4,70,92,96,86.0,0,94,0,0,0,82,77,85,81,0,0,95.0,91,87,87,0,76,79,0,81,85,60,66,86,88,92,76,100.0,83,87,81,94.0,86,0,96,87,90,90,98,77,98,92,87,89,94.0,68,0,89,67,86,89,91.0,87,86,95,87,96,60,84,76,92,95,87,91,87,81
2e2d32b3a46ad4e3fafee46734b9a18d,0,0,20,0.0,0,0,0,0,0,0,43,0,0,0,0,76.0,62,81,81,0,64,82,0,0,60,0,0,0,0,30,23,68.0,0,20,84,70.0,70,0,60,0,0,0,79,0,79,66,79,79,73.0,48,0,78,0,0,0,88.0,30,0,0,0,0,0,0,0,87,0,0,0,0,85
2e31ceed0f0c65e71c344d5e0a6c63ed,0,76,77,76.0,77,88,81,76,69,81,93,90,85,0,0,0.0,0,92,98,75,0,0,73,91,92,0,89,71,90,98,80,73.0,84,76,87,0.0,84,78,0,0,74,90,98,69,92,83,87,91,88.0,94,74,78,82,89,94,89.0,0,88,98,98,90,0,0,0,87,96,0,77,80,92
2e900b464345adf0c1ffeeac8c2e3a10,78,87,98,93.0,0,90,90,0,0,0,0,99,97,0,0,85.0,93,87,98,0,84,87,0,98,76,60,83,92,99,98,91,98.0,87,95,79,87.0,88,0,80,87,92,93,98,86,83,87,87,92,87.0,93,80,94,87,85,95,87.0,98,91,98,92,94,60,91,83,92,90,92,89,93,94
2ecca04a76880b45c2427234f30f1841,0,0,0,90.0,83,0,0,75,77,78,91,88,87,0,0,85.0,85,92,76,0,0,0,92,0,71,0,0,0,0,0,81,92.0,0,90,85,0.0,93,72,0,0,85,0,83,78,87,83,87,69,88.0,78,75,91,0,0,0,92.0,0,0,0,0,0,0,0,0,87,83,0,88,79,68
2ef8f7386a45e83403c64a31723d729b,0,0,0,87.0,90,0,0,83,75,76,76,92,85,0,0,97.0,97,87,87,0,0,0,81,0,80,0,0,0,0,0,85,94.0,0,85,95,0.0,90,97,0,0,91,0,73,84,87,79,87,84,86.0,85,0,93,0,0,0,0.0,0,0,0,0,0,0,0,0,92,93,0,84,82,81
2f30324585aad345039c84208bb418b0,60,87,80,81.0,0,0,78,0,0,0,0,81,82,0,0,77.0,63,81,76,0,77,78,0,0,72,60,75,90,77,89,75,0.0,65,0,0,68.0,77,0,74,0,0,0,87,73,80,76,87,63,69.0,82,0,79,80,79,63,78.0,70,66,79,87,68,60,80,66,87,86,83,75,80,80
2fad47c32da76131e2061a68c61e7cdb,0,0,0,86.0,0,0,0,88,94,0,0,88,90,92,95,91.0,0,92,0,78,0,0,89,0,88,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100,0,97,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,91,91
2fba57e539ebb742cc3fa91beb23179e,68,90,79,82.0,0,72,76,0,0,0,0,89,92,0,0,83.0,82,85,92,0,72,79,0,92,81,60,69,65,85,92,71,0.0,70,87,85,79.0,68,0,74,92,82,81,87,74,79,83,79,79,80.0,89,76,78,80,85,83,85.0,98,84,79,76,70,60,89,72,92,87,83,78,82,79
2fdcee067389c025d45c7f09d6b89f4f,0,0,92,83.0,80,0,0,60,87,79,76,86,87,83,96,0.0,0,92,92,0,0,0,73,87,90,0,87,82,92,98,89,93.0,90,87,90,0.0,86,89,0,0,84,0,76,0,87,83,87,81,90.0,89,87,83,76,0,91,93.0,0,71,70,87,92,0,93,0,92,94,0,82,84,83
2ff491aa05d5f7d3f37d2a0ba13f43fa,0,0,0,84.0,83,0,0,88,82,72,87,87,84,82,94,92.0,85,83,92,74,0,0,89,0,96,0,0,0,0,0,81,90.0,0,92,95,0.0,77,80,0,0,83,85,98,0,87,83,92,76,92.0,94,85,79,0,0,0,88.0,0,0,0,0,0,0,0,0,92,90,0,79,62,68
