xh,24式太极拳,专业实习II,专业实习Ⅰ,中国近现代史纲要,习近平新时代中国特色社会主义思想概论,人工智能,优化方法基础,体育-1,体育-2,体育-3,体育-4,军训,国防教育,大学化学,大学化学实验,大学物理II-1,大学物理II-2,大学物理实验I-1,大学物理实验I-2,大学英语I,大学英语III1,大学英语III2,大学计算机III,工程与社会,工程制图,形势与政策,形式语言与编译,思想道德修养与法律基础,操作系统原理I,操作系统设计专题实验,数字逻辑电路,数学建模II,数据库系统,数据结构与程序设计专题实验,数据结构与算法I,数理逻辑,概率统计与随机过程,模拟电子技术,模拟电子技术基础,毕业设计（论文）,毛泽东思想和中国特色社会主义理论体系概论,汇编语言,测控实习,生命科学基础I,电子技术实验1,电子技术实验2,电工实习,电路,离散数学A,程序设计基础,算法分析与设计,线性代数与解析几何,编译器设计专题实验,表达与交流,计算机图形学,计算机科学技术导论,计算机系统综合设计实验,计算机组成,计算机组成与结构专题实验,计算机网络专题实验,计算机网络原理,课外实践8学分,软件定义网络,软件工程,金工实习,面向对象程序设计,项目设计,马克思主义基本原理,高等数学I-1,高等数学I-2
864b51c804b3ef7cf9e3bc05811b2930,70,98,92,84.0,0,90,94,0,0,0,0,89,95,0,0,94.0,92,86,87,0,82,80,0,95,84,60,83,82,94,98,88,0.0,88,98,91,91.0,82,0,84,87,91,93,87,91,92,79,92,96,85.0,87,80,89,88,87,0,89.0,90,85,92,79,87,60,91,89,92,93,92,86,84,88
86f9d94b161f225e5f6586301aec51b0,0,0,0,71.0,78,0,0,87,93,84,85,77,77,76,89,90.0,87,83,83,85,0,0,77,0,79,0,0,0,0,0,0,83.0,0,85,82,0.0,82,89,0,0,80,0,92,0,87,83,83,82,80.0,85,90,84,0,0,0,92.0,0,0,0,0,0,0,0,0,87,78,0,70,67,76
86fa934a2b0699ea54b52b3d9ccb850f,60,79,92,76.0,0,46,0,0,0,0,0,72,66,0,0,87.0,72,81,79,0,72,76,0,83,87,60,71,71,71,70,62,83.0,68,98,69,82.0,71,0,71,79,78,82,87,70,92,79,87,76,80.0,93,71,91,85,73,64,90.0,81,74,79,76,75,60,84,71,87,81,87,71,74,79
87099c37e951d7f5dd4e23bb9f864d9e,0,0,0,88.0,0,0,0,88,83,0,0,89,90,87,98,88.0,0,92,0,83,0,0,82,0,86,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,86,0,92,0,0,0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,83,71
87316630da0dfcb002df27a391d1c767,83,87,98,87.0,0,76,0,0,0,79,82,83,84,0,0,94.0,85,87,79,0,69,64,0,90,98,60,81,83,87,92,88,100.0,82,96,84,93.0,86,0,91,62,88,87,98,0,92,92,92,84,92.0,93,89,97,79,83,85,87.0,92,88,95,92,83,60,85,69,92,91,87,77,87,80
874f90cb9fd0c95a0a3ccb4167caf180,0,0,87,77.0,75,0,0,83,86,83,71,0,70,0,0,64.0,42,76,83,0,0,0,0,0,0,0,0,0,0,30,28,0.0,0,0,60,0.0,17,26,0,0,82,0,98,0,62,0,87,10,61.0,0,34,80,0,0,0,63.0,0,0,30,30,0,0,10,0,92,0,0,0,0,0
87857ecf77ee8318cc2522ad49c2a796,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,75,0,0,0,0,0,0,0,0,0,0,0,80,0,78,0.0,73,0,0,0.0,0,0,76,0,86,91,0,86,0,0,0,67,0.0,0,0,0,0,0,0,0.0,0,0,0,0,76,0,0,78,0,0,0,82,0,0
87861c3bd4c4e54d676c1b115edb1443,66,92,92,90.0,0,93,74,0,0,88,86,85,80,0,0,82.0,85,83,92,0,75,85,0,93,72,60,60,91,88,83,80,97.0,73,76,71,78.0,71,0,94,83,91,66,79,90,98,92,92,72,76.0,89,80,82,87,88,0,0.0,87,76,97,83,78,60,85,87,92,92,83,79,83,76
87b56920747ec33c8c52739cf42ec07f,76,92,92,80.0,0,89,0,0,0,0,0,92,87,0,0,71.0,85,85,92,0,72,76,0,95,64,60,64,80,89,92,82,82.0,72,93,79,83.0,67,0,74,79,88,74,92,92,83,87,87,81,80.0,81,0,66,76,81,92,87.0,92,90,79,76,87,60,90,80,92,81,87,85,63,67
87c09253e986ca5304867ffeceb7a1e2,0,0,0,85.0,87,0,0,82,86,83,89,87,89,0,0,100.0,96,98,98,75,0,0,92,0,92,0,0,0,0,0,82,94.0,0,87,94,0.0,93,92,0,0,91,0,92,75,92,87,87,74,80.0,89,80,85,0,0,0,0.0,0,0,0,0,0,0,0,0,92,92,0,85,72,84
87e8c4b1e51d42796fdf46c6598ed2fb,62,92,97,81.0,0,87,0,0,0,71,72,79,85,0,0,90.0,88,83,83,0,75,78,0,89,71,60,80,70,74,92,83,96.0,74,87,76,87.0,71,0,82,70,79,0,66,0,87,87,87,77,74.0,76,0,84,75,70,83,87.0,87,63,95,76,86,60,80,71,87,89,79,76,85,78
87fb8774d88f1b247c7c9f4acc6733c4,0,0,0,89.0,0,0,0,86,84,0,0,80,91,97,96,0.0,0,98,0,0,0,0,82,0,90,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,77,0,96,0,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,89,87
87fd1635d6abc8a1888bc171eb23787b,0,0,0,86.0,81,0,0,80,78,82,76,92,89,95,99,97.0,95,83,87,0,0,0,0,0,0,0,0,0,0,0,91,93.0,0,92,98,0.0,89,94,0,0,85,0,98,0,87,87,87,93,96.0,96,91,95,0,0,0,0.0,0,0,0,0,0,0,0,0,92,94,0,90,87,89
8807eb35a0f3d414c889130a6c1861d3,0,0,87,90.0,85,63,71,75,76,78,69,89,95,88,94,91.0,84,87,83,79,0,0,84,91,86,0,81,90,78,98,83,0.0,81,87,73,0.0,75,75,0,0,89,0,92,0,83,79,87,88,73.0,77,73,79,78,0,87,82.0,0,78,83,87,80,0,0,0,92,0,0,80,77,75
8811cd73a0f3e21e8a279ede4c0ad41d,0,0,0,83.0,87,0,0,84,82,80,84,88,87,77,97,91.0,92,87,79,83,0,0,93,0,90,0,0,0,0,0,80,94.0,0,83,97,0.0,89,0,0,0,90,0,98,0,98,92,87,83,88.0,60,90,91,0,0,0,93.0,0,0,0,0,0,0,0,0,87,90,0,86,81,78
8838645aa7ad303a045ba9ea44410702,63,87,98,81.0,0,82,0,0,0,73,75,82,82,0,0,79.0,78,83,87,0,74,80,0,88,90,60,79,80,78,87,90,95.0,82,95,88,0.0,81,0,93,73,82,85,98,0,87,92,92,87,84.0,87,80,89,71,62,0,0.0,87,76,83,83,83,60,75,61,92,96,79,76,80,84
88c660621774579276a34bfd0cd8f4b3,63,79,92,84.0,0,0,72,0,0,0,0,88,92,0,0,85.0,80,85,76,0,76,74,0,76,86,60,60,60,62,73,65,0.0,71,79,73,0.0,64,0,77,83,80,60,87,81,87,79,87,66,73.0,84,73,83,80,78,77,80.0,85,69,62,73,60,60,0,66,92,89,83,76,61,75
89b73beb05aff921b62b99c037189144,0,0,87,76.0,73,83,0,83,84,86,85,87,91,88,92,0.0,0,83,92,82,0,0,0,81,0,0,0,81,88,87,67,72.0,86,87,77,0.0,85,82,0,0,81,0,79,0,87,79,92,87,82.0,76,65,84,84,0,88,81.0,0,76,73,87,79,0,0,0,92,87,0,78,87,88
89c724542629ceddbfb553fc613f877f,75,92,92,85.0,0,87,0,0,0,0,0,73,99,0,0,87.0,86,94,92,0,85,88,0,94,90,60,81,87,82,98,86,88.0,79,79,81,93.0,81,0,80,83,88,82,98,91,98,79,92,87,69.0,86,75,92,91,95,98,93.0,98,81,83,76,91,60,94,86,92,93,92,90,88,92
8a3b246245fca8630be637f13df63662,75,87,96,84.0,0,81,0,0,0,86,86,73,86,0,0,83.0,92,83,87,0,0,0,0,87,65,60,82,82,80,87,91,93.0,80,95,82,89.0,88,0,88,92,85,84,83,0,98,79,92,86,90.0,93,0,93,76,83,0,0.0,87,81,95,87,80,60,89,76,92,94,92,82,86,80
8a514f6f8be5bf0915c7157f60f1d452,0,0,0,85.0,94,0,0,84,72,82,80,87,87,0,0,100.0,96,92,92,86,0,0,90,0,87,0,0,0,0,0,89,98.0,0,92,96,0.0,92,98,0,0,91,0,98,91,92,87,76,97,94.0,96,90,98,0,0,0,0.0,0,0,0,0,0,0,0,0,92,97,0,0,95,90
8a5d29337056ca92d101b99b0e4facdf,0,0,0,91.0,82,0,0,85,83,75,92,86,87,0,0,97.0,97,83,79,85,0,0,95,0,92,0,0,0,0,0,92,95.0,0,98,95,0.0,97,89,0,0,90,0,83,94,92,87,87,92,94.0,99,87,100,0,0,0,95.0,0,0,0,0,0,0,0,0,92,93,0,88,94,94
8abb0f58e44417973d6b5df34af88b7b,0,87,83,86.0,84,91,0,89,92,86,91,85,89,75,97,95.0,87,98,92,79,0,0,0,75,0,60,79,82,91,98,84,90.0,86,83,91,0.0,78,84,0,83,90,83,92,0,92,76,87,94,86.0,95,76,79,85,84,87,92.0,76,86,94,92,95,60,91,0,92,0,87,0,78,84
8ace02324e1fc26d9ce551956d9b08dc,70,0,87,81.0,86,0,90,75,67,78,74,87,80,86,98,94.0,93,92,98,76,0,0,82,88,83,0,84,84,88,98,86,0.0,86,83,79,0.0,72,84,0,0,84,0,92,0,87,83,87,92,95.0,95,78,83,77,0,0,94.0,0,82,81,92,83,0,86,73,92,92,0,83,80,90
8b015d166f53e0091208567cfcfb94bb,67,87,90,64.0,0,77,0,0,0,0,0,93,67,0,0,77.0,64,79,84,0,83,78,0,0,68,60,62,90,82,79,60,83.0,60,0,0,0.0,62,0,71,0,0,62,76,73,70,76,83,63,62.0,81,0,82,65,79,71,67.0,62,61,62,85,60,60,76,69,87,77,62,79,65,78
8b667608b4135af8b43558456763170a,0,84,98,84.0,83,56,0,0,0,76,79,82,79,0,0,98.0,86,87,87,0,74,80,0,85,66,60,63,80,68,92,73,90.0,74,92,86,82.0,76,0,75,73,75,72,79,0,92,92,92,92,79.0,79,89,85,78,83,0,0.0,87,72,95,87,73,60,76,64,92,92,87,70,77,80
8b8a3804b1b4661e8776d7690b184db9,0,0,0,0.0,0,0,0,74,66,70,0,76,0,0,93,56.0,0,86,90,75,0,0,76,73,80,0,0,0,0,44,55,0.0,0,86,81,0.0,51,0,0,0,0,0,70,50,90,70,86,0,70.0,82,69,68,0,0,0,0.0,28,0,26,0,0,0,0,0,90,86,0,0,39,0
8b97dd6d7f441adb74912855095cca33,60,87,80,77.0,0,86,90,0,0,0,0,85,90,0,0,82.0,76,84,85,0,73,75,0,0,87,60,76,90,75,87,73,0.0,79,0,0,0.0,80,0,90,0,0,82,92,71,80,76,87,87,69.0,95,80,86,81,70,64,71.0,83,66,80,90,75,60,83,77,87,90,79,77,80,88
8bae63d34c267d8adcf6748ea1512fd7,0,0,0,83.0,0,0,0,62,67,0,0,89,82,87,92,81.0,0,87,0,73,0,0,67,0,80,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,0,77,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,73
8bc19695a6e6183342433fec31fa35d0,60,98,70,85.0,0,81,72,0,0,0,0,74,88,0,0,73.0,63,82,92,0,75,74,0,97,85,60,76,78,76,83,69,0.0,76,79,73,0.0,67,0,63,92,80,79,83,84,83,83,87,63,76.0,86,77,70,84,70,87,85.0,88,82,70,79,77,60,85,75,87,81,79,85,70,64
8bc84ebbf88b96e2614442929fbbf288,0,0,79,80.0,87,0,0,81,81,78,78,88,81,84,97,92.0,88,92,92,77,0,0,90,87,91,0,83,75,89,98,85,80.0,86,92,89,0.0,78,94,0,0,81,82,87,0,87,92,92,89,82.0,76,83,77,84,0,94,94.0,0,82,85,87,80,0,81,0,92,95,0,90,70,77
8c2529a414721a12b81c64400843d710,65,98,87,90.0,0,87,88,0,0,0,0,80,87,0,0,83.0,86,83,85,0,76,76,0,92,0,0,78,71,90,98,81,0.0,76,0,77,95.0,82,0,78,0,92,91,76,72,79,92,87,74,60.0,0,88,81,78,66,90,92.0,92,90,83,92,81,60,73,92,92,0,79,80,0,0
8c256aaab8483926ac73ec034fd704b5,0,87,92,87.0,83,75,0,70,86,76,77,74,92,94,98,0.0,0,98,87,76,0,0,86,79,92,60,83,92,92,98,84,94.0,86,98,96,0.0,87,94,0,87,89,0,92,0,98,76,92,94,94.0,95,84,87,89,92,95,92.0,76,92,83,92,97,60,98,0,87,0,92,0,85,82
8c28707fc04f003f009fef647c1f24a4,85,98,100,90.0,89,95,82,82,81,77,79,81,87,89,91,96.0,91,92,92,82,0,0,87,85,87,60,75,74,97,98,91,0.0,90,87,95,0.0,99,95,0,92,90,95,92,0,98,90,92,100,95.0,95,85,87,98,95,92,95.0,76,92,98,92,92,60,0,0,92,93,92,0,92,91
8c2bbc8fc4ba9afe60b96e5b6219354c,94,92,83,80.0,0,71,0,0,0,0,0,82,82,0,0,80.0,81,78,84,0,78,78,0,92,84,0,65,72,80,92,71,86.0,70,0,90,80.0,90,0,73,0,80,87,98,82,87,87,87,93,63.0,92,83,72,85,74,90,81.0,92,73,98,87,75,60,81,74,87,95,83,82,76,80
8c5fbdafa2da054648da2aac1e87148d,60,92,87,88.0,0,88,0,0,0,78,76,87,94,0,0,86.0,83,87,76,0,81,81,0,88,84,60,76,82,77,87,84,91.0,81,83,76,0.0,66,0,80,87,80,79,73,0,92,92,87,62,79.0,95,0,0,66,97,86,87.0,92,71,95,87,67,60,79,80,87,94,98,77,84,64
8c797b6160e32ff8341ed5bdd1181257,0,0,0,87.0,90,0,0,81,76,74,78,80,87,85,94,95.0,96,92,83,80,0,0,90,0,86,0,0,0,0,0,88,97.0,0,87,92,0.0,93,93,0,0,89,0,83,0,92,83,87,94,92.0,97,93,98,0,0,0,0.0,0,0,0,0,0,0,0,0,92,88,0,90,89,95
8cc90a1eb3e23587a6f5ab494581c54b,0,0,92,77.0,87,98,0,82,77,84,84,86,91,88,98,89.0,93,87,92,80,0,0,91,90,80,0,94,83,86,98,89,93.0,90,83,86,0.0,98,96,0,0,82,0,98,0,87,87,92,91,94.0,81,83,98,96,0,0,94.0,0,83,96,92,87,0,0,0,92,96,0,77,91,95
8cca7414f7a4da384498872cd9e4152c,65,92,92,80.0,0,83,0,0,0,0,0,86,83,0,0,87.0,81,84,87,0,75,79,0,89,68,60,83,74,88,79,83,90.0,80,98,80,85.0,81,0,78,83,88,90,76,84,83,83,76,93,91.0,94,77,89,89,63,88,84.0,85,87,70,76,85,60,88,78,87,92,92,79,86,89
8d0357963c928d89aa68d62231fbf1d5,0,0,87,86.0,90,96,0,85,75,70,79,92,88,93,95,95.0,100,87,87,82,0,0,85,93,93,0,0,87,92,98,90,97.0,89,87,88,0.0,92,95,0,0,89,0,98,0,92,87,92,88,92.0,85,79,80,82,0,0,94.0,0,88,81,87,89,0,0,0,92,92,0,90,86,86
8d4bd034fd80457842c8a75667305ee7,0,0,0,82.0,83,0,0,84,85,83,87,80,77,0,0,87.0,93,87,87,76,0,0,72,0,81,0,0,0,0,0,85,92.0,0,92,99,0.0,94,100,0,0,88,0,87,72,87,87,87,90,93.0,65,90,96,0,0,0,90.0,0,0,0,0,0,0,0,0,87,0,0,84,80,73
8d72a596d5a1297902653e0e98eb561e,84,87,90,85.0,0,0,0,0,0,0,0,82,94,0,0,90.0,97,87,84,0,83,88,0,0,98,60,82,96,98,98,86,98.0,75,0,0,86.0,87,0,93,0,0,92,98,90,90,83,92,81,85.0,94,0,81,80,92,85,98.0,70,91,90,93,87,60,93,93,92,93,92,92,88,96
8de403f01a4acc4db65620fc8c1f03b6,0,0,0,86.0,87,0,0,85,84,80,82,96,88,77,95,85.0,89,98,92,78,0,0,79,0,92,0,0,0,0,0,78,91.0,0,95,98,0.0,87,96,0,0,89,0,98,0,92,98,92,90,83.0,72,89,94,0,0,0,0.0,0,0,0,0,0,0,0,0,92,92,0,81,82,81
8deaeb67a4692bc1cee0d9424f8fc547,0,80,79,91.0,85,88,0,86,85,82,88,86,83,86,94,88.0,92,83,87,77,0,0,75,94,90,0,89,90,85,98,94,87.0,87,83,76,0.0,87,90,0,0,83,92,87,0,98,92,92,94,86.0,73,77,86,89,0,0,92.0,0,85,93,92,83,0,0,0,92,89,0,84,86,79
8e4e0750048bac94bf41f4ff2b2f3b36,67,87,83,81.0,0,86,92,0,0,0,0,70,86,0,0,64.0,78,83,85,0,77,75,0,92,67,0,75,87,83,98,83,0.0,81,0,82,0.0,77,0,82,0,87,83,92,71,92,83,87,87,69.0,72,79,80,85,83,0,80.0,79,78,83,92,71,60,75,78,87,75,92,83,65,78
8e5db53c0769f2466dc2712d5e6642f1,0,95,97,90.0,0,77,0,0,0,85,85,90,76,0,0,91.0,78,79,87,0,78,79,0,77,87,60,68,72,75,83,80,95.0,80,76,75,87.0,78,0,86,83,82,77,83,0,79,87,87,82,90.0,92,0,92,72,82,80,0.0,83,67,95,76,78,60,77,63,87,90,76,0,82,75
8e70029f924dfe0097954cd9fdd02f4a,0,0,92,86.0,89,0,80,83,82,83,80,95,88,85,97,84.0,78,92,92,0,0,0,92,86,90,0,95,82,92,98,91,0.0,83,98,92,0.0,90,95,0,0,87,94,92,0,92,92,92,65,79.0,92,83,87,83,0,0,92.0,0,89,92,87,93,0,0,65,92,96,0,82,75,72
8e9863ee96a2e90ddaff2054b4fc835c,62,92,80,60.0,0,79,0,0,0,0,0,85,75,0,0,74.0,89,85,84,0,82,80,0,0,77,60,72,86,75,89,70,86.0,66,0,0,0.0,71,0,93,0,0,83,87,78,80,87,83,90,82.0,85,0,87,71,70,69,88.0,83,69,72,85,70,60,82,74,87,86,87,78,77,76
8eaa16e9d93a855b71d9290216c27f9f,0,87,76,88.0,76,78,81,73,76,73,66,74,84,91,98,0.0,0,87,87,74,0,0,74,73,93,60,68,69,87,92,79,0.0,76,87,93,0.0,77,93,0,79,76,0,92,0,87,79,83,97,78.0,97,86,81,81,81,83,86.0,76,74,88,83,78,60,87,0,87,0,66,0,77,90
8eaea11a25f61a93aa70f49cb01173fa,0,0,0,91.0,0,0,0,89,78,0,0,95,83,0,0,92.0,0,92,0,77,0,0,66,0,85,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,84,0,0,0,0,0.0,92,0,60,0,0,0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,71,77
8ef7f930a4c9099ee566fefaf1bcf62f,84,92,80,63.0,0,95,88,0,0,0,0,84,81,0,0,80.0,87,85,77,0,73,75,0,0,80,60,82,89,82,92,79,0.0,82,0,0,86.0,86,0,93,0,0,81,87,73,80,76,92,87,60.0,83,87,93,79,79,0,84.0,83,82,72,89,81,60,89,84,92,82,87,75,90,84
8f063bb874b06fa0158552b2c7ef7b4f,86,83,80,77.0,0,0,89,0,0,0,0,91,85,0,0,80.0,94,84,77,0,86,88,0,0,80,60,85,89,94,92,76,0.0,78,0,0,90.0,93,0,95,0,0,87,79,87,90,79,92,82,66.0,89,86,85,82,92,92,76.0,70,88,70,87,91,60,85,89,92,94,87,85,84,84
8f1e0f77a594c09980c10a6d6c10c3d2,0,0,94,86.0,78,76,0,77,74,69,63,84,94,79,96,71.0,77,87,87,78,0,0,92,85,82,0,55,89,68,87,63,70.0,73,87,80,0.0,51,60,0,0,80,0,83,0,87,62,87,62,66.0,64,74,90,80,0,74,89.0,0,63,87,87,78,0,91,0,87,74,0,75,83,78
8f36f1a3ca6f83d17f5f70d5a8367226,60,98,79,88.0,0,69,88,0,0,0,0,99,85,0,0,74.0,80,82,87,0,68,72,0,89,79,60,77,71,75,83,88,0.0,83,83,85,86.0,76,0,78,87,84,91,76,85,92,83,87,76,72.0,61,77,60,81,77,93,86.0,85,79,70,79,69,60,88,82,87,89,98,82,68,76
8f6ce8d8711eb7e2058adc1629375cd4,0,0,0,84.0,0,0,0,79,78,0,0,81,86,89,97,94.0,0,98,0,0,0,0,74,0,84,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,78,0,97,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,93,85
8f7b2053ddabd40856f29130a060936e,0,0,0,91.0,91,0,0,89,89,90,90,90,90,0,0,96.0,97,92,92,0,0,0,88,0,92,0,0,0,0,0,80,91.0,0,98,99,0.0,92,89,0,0,88,83,87,88,87,87,92,90,90.0,84,92,93,0,0,0,94.0,0,0,0,0,0,0,0,0,87,0,0,90,79,82
8f7e9129827562340d86794851db1e0c,0,0,0,80.0,80,0,0,67,77,79,74,89,83,79,89,87.0,82,92,87,0,0,0,74,0,76,0,0,0,0,0,46,86.0,0,83,66,0.0,61,33,0,0,83,0,73,0,76,70,87,63,68.0,79,55,95,0,0,0,0.0,0,0,0,0,0,0,0,0,87,19,0,75,83,87
902b8370607be86d5b878355e38c77b6,62,92,80,62.0,0,67,0,0,0,0,0,65,22,0,0,82.0,80,77,70,0,70,75,0,0,73,60,77,75,76,75,65,74.0,68,0,0,0.0,82,0,85,0,0,76,83,64,80,76,83,84,71.0,90,81,85,70,70,0,73.0,83,69,69,83,63,60,1,60,87,88,79,80,91,85
906baac09c9e6222203f109029d91962,65,93,98,88.0,0,0,95,0,0,79,88,83,89,0,0,95.0,95,87,87,0,85,84,0,84,75,60,80,76,92,98,87,0.0,81,92,83,0.0,91,0,95,92,83,85,98,80,98,83,92,96,86.0,100,93,91,86,76,0,0.0,98,83,100,92,86,60,89,86,92,85,79,83,96,95
91031e57081aa9206fb530541f50ee1c,60,87,98,80.0,0,92,86,0,0,81,76,79,82,0,0,95.0,93,83,87,0,71,76,0,90,88,60,85,72,85,92,90,0.0,83,95,86,88.0,78,0,91,83,88,88,98,80,98,92,92,76,89.0,86,94,0,90,87,86,0.0,98,90,95,92,87,60,86,84,92,92,76,82,83,82
911e586d913d3a60fbd76a1515c9a575,0,0,87,78.0,79,0,0,90,89,85,85,93,90,82,94,0.0,0,92,79,74,0,0,77,89,85,0,79,80,67,98,85,77.0,74,98,76,0.0,73,81,0,0,83,0,98,0,87,87,87,87,85.0,86,72,80,94,0,89,94.0,0,73,80,87,61,0,0,0,92,89,0,85,82,77
9173e59f48665592d3d738d0c5fbbda1,0,98,0,91.0,95,95,0,88,82,92,87,90,91,93,99,93.0,98,92,92,0,0,0,84,97,87,60,80,94,90,98,0,93.0,87,0,0,0.0,93,0,96,87,91,0,98,0,98,98,83,91,0.0,90,92,98,94,90,93,96.0,76,87,98,92,92,60,0,0,92,0,92,0,92,97
91a9e19f512410b0a500ef432b74dfc0,0,0,92,81.0,84,0,88,82,80,76,71,84,86,85,90,88.0,81,87,87,69,0,0,65,88,76,0,80,82,79,92,76,0.0,83,76,76,0.0,80,85,0,0,90,0,92,0,79,79,87,85,78.0,72,73,83,86,0,0,91.0,0,85,92,73,76,0,0,0,87,80,0,82,80,87
91e8c3e0bb3aac87509d6d64b0afb112,0,0,0,83.0,0,0,0,75,74,0,0,79,89,0,0,94.0,0,87,0,82,0,0,73,0,94,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,81,0,0,0,0,0.0,94,0,89,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,83,94
91ec62fe0321ac55c310168239e53283,60,87,98,78.0,0,0,81,0,0,82,83,85,84,0,0,0.0,0,83,83,0,71,77,0,86,71,60,81,77,83,92,84,0.0,85,87,87,86.0,82,0,74,83,81,80,98,82,92,87,87,87,90.0,86,93,0,85,72,91,0.0,73,76,95,70,81,60,0,71,92,87,83,77,85,83
927ff9fb49a108731f2c94e27096f35c,63,79,90,78.0,0,89,95,0,0,0,0,77,91,0,0,89.0,92,84,84,0,0,0,0,0,90,60,81,90,94,92,72,0.0,90,0,0,90.0,81,0,85,0,0,87,98,79,90,83,87,90,82.0,84,83,93,82,92,71,97.0,70,80,75,95,83,60,75,78,87,89,87,86,72,73
92a3167c4edd805010e2e69608ccb879,60,92,80,75.0,0,94,0,0,0,0,0,78,82,0,0,75.0,76,76,79,0,75,71,0,0,83,60,76,89,89,86,73,77.0,74,0,0,0.0,83,0,96,0,0,84,92,76,70,76,83,74,89.0,79,91,92,82,79,79,82.0,83,86,80,87,86,60,87,86,87,87,92,88,84,90
92b691ca910c3d58c0523bdf1a05409c,70,95,97,81.0,0,79,0,0,0,87,83,82,86,0,0,92.0,89,87,92,0,83,85,0,91,88,60,67,85,76,92,70,98.0,78,87,76,84.0,74,0,79,76,83,74,83,0,98,92,83,77,75.0,82,0,81,73,89,89,96.0,98,70,95,79,78,60,82,84,92,90,83,81,76,72
9305dac40e8865c0ddc1444da3052836,61,83,80,80.0,0,94,0,0,0,0,0,78,92,0,0,87.0,89,83,82,0,86,71,0,0,83,60,85,92,96,97,89,86.0,77,0,0,89.0,88,0,82,0,0,94,98,84,90,98,87,77,69.0,86,90,72,85,79,80,85.0,70,86,80,93,85,60,91,83,92,83,92,82,72,80
9306ddb6f569b870283131e57ee54865,73,87,80,61.0,0,0,90,0,0,0,0,83,60,0,0,77.0,80,84,84,0,69,71,0,0,92,60,66,85,73,90,78,0.0,78,0,0,0.0,86,0,85,0,0,84,83,70,80,87,92,82,68.5,81,83,80,80,79,79,66.0,70,84,93,85,77,60,0,60,87,84,79,72,80,82
93275813ee118a0e1b2e267c2d718978,60,92,98,88.0,0,93,91,0,0,0,0,93,95,0,0,96.0,97,91,98,0,85,89,0,92,89,60,88,91,96,92,95,0.0,85,91,82,99.0,93,0,92,98,85,98,98,95,92,79,92,96,88.0,90,0,91,76,86,98,92.0,98,94,98,76,93,60,94,89,92,95,98,89,89,90
9357377273dcb2c83f5bc5f2746a39c6,0,0,0,86.0,0,0,0,0,69,73,0,90,85,0,0,92.0,0,87,0,78,0,0,90,0,86,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,86,0,0,0,0,0.0,97,0,92,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,91,96
939956be39380c41be6d9ab3fa47b365,0,0,0,85.0,89,0,0,87,82,82,79,89,89,76,94,86.0,82,90,94,81,0,0,70,0,68,0,0,0,0,0,82,91.0,0,90,93,0.0,76,86,0,0,88,88,90,0,90,78,90,82,85.0,81,88,81,0,0,0,90.0,0,0,0,0,0,0,0,0,94,91,0,79,70,71
93a0896ea73e4f9a69812bc3efa8d72b,0,0,0,73.0,0,0,0,72,73,0,0,82,0,86,96,85.0,0,87,0,68,0,0,76,0,76,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,81,0,84,0,0,0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,82,79
93f4ad0d04c200871708a07e2f550c48,0,0,0,89.0,87,0,0,81,77,89,78,90,88,0,0,96.0,95,83,87,80,0,0,70,0,87,0,0,0,0,0,83,0.0,0,92,98,0.0,95,95,0,0,85,86,92,71,87,87,87,93,92.0,95,87,95,0,0,0,0.0,0,0,0,0,0,0,0,0,92,88,0,87,83,88
93f55931ef9e7e090caa0221d95624e1,0,0,0,82.0,0,0,0,89,89,0,0,81,87,88,92,85.0,0,92,0,86,0,0,82,0,72,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,81,0,90,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,85,83
93fc7bfba047538781c05fb94fcf88be,0,0,0,84.0,86,0,0,79,86,88,89,88,86,80,95,87.0,85,87,92,0,0,0,95,0,90,0,0,0,0,0,87,90.0,0,92,90,0.0,84,96,0,0,85,0,92,0,87,87,87,98,91.0,82,87,90,0,0,0,92.0,0,0,0,0,0,0,0,0,92,91,0,88,87,82
