人工智能,优化方法基础,大学物理II-1,大学物理II-2,大学物理实验I-1,大学物理实验I-2,大学英语i,大学英语iii1,大学英语iii2,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,操作系统设计专题实验,数字逻辑电路,数学建模ii,数据库系统,数据结构与程序设计专题实验,数据结构与算法i,数理逻辑,概率统计与随机过程,模拟电子技术,模拟电子技术基础,汇编语言,电子技术实验1,电子技术实验2,电路,离散数学a,程序设计基础,算法分析与设计,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机科学技术导论,计算机系统综合设计实验,计算机组成,计算机组成与结构专题实验,计算机网络专题实验,计算机网络原理,软件定义网络,软件工程,面向对象程序设计,高等数学I-1,高等数学I-2
98,,95.0,97,87,92,,,,86,82,90,97,92,80,96.0,93,87,95,,95,94,,98,79,87,93,96.0,92,82,87,92,95,83.0,76,89,88,92,98,,,91,77,88
84,,95.0,81,87,87,,77,80,,90,60,65,79,64,97.0,70,92,69,83.0,70,,79,71,98,92,74,78.0,73,,,74,95,86.0,83,72,95,83,64,,60,75,92,80
,,,87,98,92,84,,,,75,81,93,98,88,77.0,89,83,87,,88,97,,,87,92,73,89.0,95,80,94,98,94,94.0,,90,93,92,94,,,95,90,84
,60,,,87,87,76,,,,,74,83,98,62,,74,76,73,,68,90,,,98,81,81,75.0,,65,84,91,91,87.0,76,82,88,92,72,90,,,96,89
,,88.0,,92,,78,,,82,94,,,,,,,,,,,,,,,,,,85,,94,,,,,,,,,,,,87,80
88,97,94.0,93,89,87,,,,,92,87,97,98,93,,88,,88,95.0,94,,96,92,98,92,,94.0,,96,98,83,,92.0,98,96,98,98,88,88,84,,90,92
,80,,,83,83,76,,,86,82,,83,87,81,,87,83,80,,85,87,,85,87,83,89,87.0,90,85,89,87,91,96.0,,68,87,92,77,80,,94,85,85
,,99.0,,98,,87,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,88,94
,,95.0,96,87,98,81,,,74,80,,,,71,95.0,,85,91,,81,97,,,87,87,82,87.0,70,76,84,,,92.0,,,,,,,,92,78,74
,92,96.0,96,84,92,,,,,,88,93,98,78,,84,89,87,,88,,89,93,92,83,94,95.0,94,87,95,79,100,94.0,98,98,98,79,94,95,88,98,90,90
56,,87.0,86,92,83,,,,89,77,54,74,73,67,81.0,,76,66,,77,77,,,83,87,85,70.0,78,70,88,80,82,92.0,,62,35,30,69,,,84,86,71
73,76,70.0,63,88,91,,76,77,,71,67,61,92,71,,71,,69,76.0,71,,62,76,76,87,76,64.0,83,84,61,79,,89.0,76,66,87,87,61,71,67,71,71,63
76,,86.0,81,79,87,,79,77,,60,66,83,92,84,97.0,79,79,78,89.0,68,,76,78,98,89,69,71.0,97,,86,80,90,93.0,92,71,95,83,66,81,71,89,86,77
75,74,86.0,84,84,76,,71,72,,73,77,87,92,83,90.0,82,95,89,86.0,91,,67,89,92,98,80,85.0,96,80,85,94,,88.0,98,85,83,76,70,91,82,89,79,89
94,,,,92,83,80,,,82,97,84,89,98,86,90.0,86,83,87,,84,75,,,87,98,92,96.0,100,91,99,88,,93.0,,85,83,92,88,,,94,91,97
67,66,66.0,74,81,82,,70,73,,75,60,74,83,69,,62,,72,72.0,60,,83,78,76,87,76,72.0,87,72,43,79,,80.0,83,72,62,87,64,67,60,61,60,60
85,,,,98,98,77,,,88,75,93,95,98,85,87.0,90,83,88,,94,94,,97,98,98,91,90.0,90,83,90,94,96,93.0,,74,98,98,88,97,,97,91,83
86,82,93.0,90,87,87,77,,,81,84,83,89,92,90,,83,83,86,,79,93,,,98,79,93,88.0,91,86,90,84,,93.0,76,88,83,87,88,98,,94,70,89
77,,,,79,92,81,,,91,92,78,85,87,89,94.0,82,79,85,,69,86,,,87,85,81,92.0,87,80,87,97,86,91.0,98,70,98,92,78,95,,85,74,77
,,87.0,94,92,92,81,,,87,76,,,,92,96.0,,92,97,,94,100,,,87,87,95,92.0,97,,86,,,90.0,,,,,,,,90,72,80
76,,76.0,69,83,84,,75,76,,62,62,82,70,71,74.0,75,,,84.0,64,,87,78,80,83,64,75.0,85,75,84,80,65,75.0,62,60,70,88,60,77,84,85,69,84
81,,96.0,92,79,92,,83,81,,,68,72,83,81,98.0,78,94,88,,80,,72,79,92,92,94,90.0,94,,91,72,94,,92,60,95,79,78,79,81,94,,
,,78.0,96,30,30,91,,,84,,,,,60,,,90,,,77,,,,30,,,,88,,83,,,,,,,,,,,60,73,86
87,92,84.0,92,87,92,,,,72,74,92,90,98,80,,85,92,90,,68,98,,86,98,81,91,93.0,87,80,88,92,92,93.0,76,88,98,98,93,,,96,83,91
,,,,92,98,76,,,84,80,,,,75,96.0,,87,84,,85,95,,,92,92,87,94.0,85,86,92,,,,,,,,,,,88,79,83
84,80,,,87,83,,,,,95,84,86,83,83,100.0,81,95,82,91.0,87,,87,85,87,92,89,90.0,87,93,93,73,82,89.0,87,82,97,92,81,78,76,95,97,98
96,,93.0,99,87,92,83,,,85,88,92,92,98,93,92.0,90,83,92,,94,95,,,92,98,93,91.0,84,75,89,84,,92.0,,92,93,87,96,,,92,81,86
87,,90.0,95,83,92,79,,,,,84,93,98,91,94.0,88,87,74,,93,94,,,98,87,92,94.0,98,87,89,82,95,93.0,,93,92,92,82,93,,95,86,85
,,,,92,87,80,,,,96,,,,90,95.0,,92,95,,94,98,,89,87,87,93,94.0,,89,,,,,,,,,,,,97,,
77,73,96.0,87,92,87,,70,70,,,72,82,92,87,,82,79,69,93.0,75,,87,87,92,83,84,90.0,94,87,91,85,92,,87,84,95,92,77,94,77,97,,
,76,,,,,,,,,,,87,98,,96.0,73,91,84,,70,,,,,,,,,,,,77,,,83,,,90,,,87,,
78,,95.0,,83,87,74,,,88,86,78,88,83,74,88.0,85,76,64,,71,76,,70,87,81,74,89.0,73,74,75,76,70,90.0,76,75,76,87,92,94,,83,85,78
,,92.0,84,87,83,,,,87,94,,,,80,93.0,,87,78,,64,88,,,92,83,68,80.0,97,90,83,,,94.0,,,,,,,,81,74,68
,,97.0,,98,,73,,,79,94,,,,,,,,,,,,,,,,,,90,,97,,,90.0,,,,,,,,,87,94
,,86.0,,87,,,,,72,90,,,,,,,,,,,,,,,,,,64,,62,,,94.0,,,,,,,,,70,67
,,88.0,,87,,79,,,76,96,,,,,,,,,,,,,,,,,,80,,82,,,,,,,,,,,,85,78
,,,,92,87,74,,,,97,,81,98,89,,,98,99,,88,97,,94,92,98,82,99.0,100,86,82,,,,100,,,,87,,,,76,79
92,90,70.0,69,86,86,,72,74,,85,76,78,98,82,,74,,87,95.0,73,,83,76,83,92,80,72.0,89,,76,83,83,84.0,83,78,83,92,90,81,71,88,74,78
,,96.0,,87,,75,,,68,99,,,,,,,,,,,,,,,,,,75,,99,,,94.0,,,,,,,,,96,91
,,93.0,81,87,87,75,,,90,71,71,61,70,60,84.0,63,76,74,,63,52,,55,83,87,67,77.0,86,71,89,73,,81.0,70,47,66,87,61,20,,74,91,80
90,82,89.0,93,87,92,,76,79,,85,89,81,98,89,,81,83,90,89.0,78,,76,91,87,83,88,78.0,93,73,99,89,95,89.0,90,96,92,76,86,92,83,94,81,90
86,84,79.0,90,82,83,,,,,91,67,90,79,84,,76,,,,78,,89,80,80,83,75,81.0,88,89,85,82,,74.0,83,68,75,90,82,,88,94,76,88
95,,90.0,88,87,87,,81,87,,,89,88,92,91,99.0,86,77,92,,84,,97,94,92,92,82,82.0,100,82,,76,92,,87,90,100,98,94,,90,97,,
75,96,79.0,81,83,85,,80,82,,60,82,89,98,80,,81,,90,91.0,91,,93,87,79,87,95,82.0,,94,,90,94,93.0,92,93,87,92,86,92,83,,,
,,94.0,,92,,,,,90,90,,,,,,,,,,,,,,,,,,100,,83,,,90.0,,,,,,,,,80,89
84,,83.0,80,87,87,,,,74,89,85,75,87,67,89.0,86,83,74,,83,82,,,92,79,67,89.0,87,81,71,86,86,94.0,,71,81,87,73,,,73,84,88
,,,,79,,76,,,79,71,,,,,,,,,,,,,,,,,,100,,84,,,83.0,,,,,,,,,85,86
96,95,88.0,80,86,88,,79,81,,,77,82,98,85,,89,,94,95.0,93,,86,79,79,87,78,85.0,,90,96,82,90,92.0,92,87,83,87,73,87,72,,,
74,67,73.0,62,81,73,,76,80,,75,60,74,76,60,,60,,,,71,,74,71,80,83,60,83.0,86,75,70,84,,72.0,92,86,85,85,61,75,64,90,81,73
82,82,89.0,91,79,92,81,,,78,75,72,84,87,78,,77,92,92,,73,81,,90,98,87,95,92.0,90,74,84,88,82,90.0,76,77,98,92,75,90,,,85,87
,,87.0,97,76,,90,,,81,71,,,,60,,,85,,,70,,,,30,,,,97,60,75,,,93.0,,,,,,,,,80,86
,,93.0,,87,,74,,,92,87,,,,,,,,,,,,,,,,,,98,,91,,,,,,,,,,,,85,88
,,86.0,69,87,70,,,,,,,,,,,,,,,63,,,,30,,55,74.0,,,64,,,90.0,,,,,,,,,,
,,89.0,89,92,83,82,,,75,77,,,,88,98.0,,83,87,,89,92,,,83,87,88,92.0,94,79,88,,,,,,,,,,,89,82,77
90,,95.0,97,98,92,,,,94,96,93,90,92,83,83.0,88,83,83,,87,94,,87,92,79,94,93.0,100,82,85,84,,93.0,,76,92,98,86,,,93,83,86
,,88.0,86,82,88,,80,72,,90,87,97,97,74,80.0,83,,,,90,,97,92,80,76,82,86.0,97,84,93,83,85,91.0,83,91,88,91,87,91,87,93,83,94
,,96.0,95,92,92,89,,,93,87,,,,90,95.0,,87,96,,96,97,,,92,87,97,96.0,90,91,96,,,93.0,,,,,,,,95,86,91
82,63,74.0,63,84,92,,70,78,,61,60,75,98,73,,71,93,69,,68,,82,73,76,87,83,60.0,83,73,77,91,84,88.0,98,70,79,76,66,87,75,66,66,63
,,97.0,96,92,92,,,,96,99,73,87,98,86,92.0,89,92,95,,99,89,,,98,81,97,95.0,100,95,88,75,,95.0,85,88,79,87,84,97,,98,91,96
85,61,81.0,81,79,92,,78,78,,70,66,87,92,74,,76,93,81,80.0,67,,69,87,87,79,65,76.0,90,72,85,90,,87.0,94,73,79,76,84,87,71,93,79,80
,,89.0,,87,,84,,,78,80,,,,,,,,,,,,,,,,,,85,,91,,,96.0,,,,,,,,,93,90
,,,,98,98,82,,,,,,,,94,93.0,,87,97,,99,99,,96,98,92,99,98.0,100,91,98,,,,,,,,,,,99,88,91
87,88,82.0,89,87,98,,72,80,,,74,81,92,84,,82,79,85,92.0,86,,88,87,98,92,94,87.0,82,77,92,92,91,89.0,85,86,79,76,81,90,71,,86,91
90,,89.0,87,92,87,,85,87,,92,73,80,98,87,96.0,78,92,78,,76,,86,78,92,92,88,77.0,100,,92,78,93,87.0,87,70,95,87,81,85,78,86,78,74
,,63.0,60,79,76,,,,62,,,,,50,82.0,,30,62,,48,,,49,76,62,33,54.0,,71,64,,,87.0,,,,,,,,62,,
78,73,94.0,80,79,83,74,,,77,93,66,81,87,65,,76,79,82,,65,85,,70,79,76,89,76.0,94,75,63,80,79,79.0,76,79,76,87,77,,,,86,82
93,,85.0,89,87,92,,,,72,92,92,93,98,77,86.0,90,83,82,,93,81,,,92,87,92,87.0,78,75,90,96,,92.0,,92,89,98,92,98,,97,88,71
,,94.0,95,83,98,78,,,93,82,,,,84,94.0,,85,80,,80,95,,,92,87,86,90.0,100,79,91,,,91.0,,,,,,,,91,72,62
95,,90.0,94,98,92,80,,,89,82,89,96,98,89,85.0,88,92,84,,94,94,,96,92,87,97,94.0,87,84,92,88,94,94.0,,90,98,92,74,98,,,89,84
85,78,67.0,85,81,87,,81,84,,70,62,76,92,69,,78,,83,72.0,78,,89,80,87,83,78,69.0,84,,81,81,,81.0,83,75,83,87,75,78,68,87,61,73
92,,97.0,96,92,92,,83,81,,96,83,89,98,92,99.0,84,95,87,97.0,91,,100,91,92,92,99,88.0,88,,96,87,96,89.0,92,87,100,92,84,90,91,99,92,93
68,,88.0,69,85,87,,75,83,,75,69,81,92,71,88.0,81,97,79,80.0,78,,79,84,92,92,77,85.0,94,78,93,79,83,88.0,87,83,79,76,77,87,76,86,84,83
,,93.0,87,87,83,,72,78,,64,92,90,98,90,98.0,77,95,86,98.0,88,,97,90,98,92,82,93.0,90,,,70,87,,87,80,95,73,88,80,75,95,81,77
,,100.0,93,87,92,,,,92,90,,,,88,95.0,,92,92,,91,91,,,87,83,96,92.0,93,90,92,,,91.0,,,,,,,,97,95,92
74,89,82.0,82,80,85,,67,69,,84,67,84,92,74,,76,,76,86.0,81,,83,86,83,79,88,75.0,95,,81,83,94,86.0,83,85,83,92,73,84,79,87,78,81
,,93.0,95,92,98,,,,95,92,,,,81,97.0,,95,98,,96,93,,,92,92,96,95.0,92,94,89,,,94.0,,,,,,,,96,85,89
,,,,83,,,,,74,82,,,,,,,,,,,,,,,,,,74,,84,,,,,,,,,,,,94,90
,75,74.0,74,92,92,,,,,,67,82,92,,,90,,,,,,,82,,,70,81.0,,,88,86,,85.0,,78,79,87,86,88,,,,
,,96.0,98,98,98,,,,94,96,,,,82,,,87,85,,100,99,,97,92,87,96,97.0,100,88,96,,,,,,,,,,,95,95,95
,,,,98,,,,,96,88,,,,,,,,,,,,,,,,,,100,,84,,,,,,,,,,,,93,82
,,96.0,96,98,87,,,,80,90,94,96,92,80,89.0,92,83,83,,93,94,,,98,79,96,95.0,83,73,92,83,,92.0,,87,85,92,94,86,,92,80,89
,,95.0,,87,,,,,80,92,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,91,90
,,76.0,70,87,88,,77,77,,64,68,85,86,69,74.0,65,,,,71,,69,72,80,83,71,64.0,70,76,78,85,70,79.0,70,61,79,85,81,81,66,79,66,74
72,86,83.0,84,78,82,,,,,90,87,81,86,81,,73,,,91.0,86,,74,91,80,83,75,85.0,95,94,95,70,76,89.0,70,79,63,90,73,83,84,89,86,91
91,,87.0,78,83,92,,,,,71,75,92,83,84,90.0,81,89,78,,83,,61,86,79,83,81,87.0,90,79,86,94,96,87.0,94,91,92,87,87,95,84,97,78,90
96,94,,94,,,,83,89,,91,78,86,90,63,,84,,,81.0,83,,92,,90,83,93,78.5,,86,90,79,83,,83,76,90,87,85,88,96,,,
78,82,62.0,66,88,92,,78,74,,67,67,80,98,67,,76,79,86,,63,,68,80,87,79,61,61.0,86,75,66,90,79,87.0,88,80,70,83,82,88,78,87,70,71
71,85,96.0,90,92,87,81,,,85,93,73,93,98,92,,79,87,93,,90,90,,,87,87,97,89.0,93,80,91,90,,86.0,76,89,98,98,92,96,,91,91,90
,,,,,,,,,,,45,,,81,,39,,,,,,,20,,,66,,,33,,,,,,,,,71,,,,,
66,69,85.0,75,80,92,,69,76,,68,61,83,92,79,,69,79,62,,68,,70,68,79,76,71,80.0,81,,85,70,72,83.0,85,81,62,76,68,79,68,76,61,65
,,88.0,91,83,83,,,,60,80,,,,79,,,76,80,,92,91,,,87,79,90,79.0,82,77,97,,,89.0,,,,,,,,87,73,89
,95,88.0,97,87,89,,88,88,,93,84,,,88,,,,,,88,,93,88,80,83,85,87.0,96,,95,98,,95.0,,,,,,,,98,89,87
,,88.0,85,98,92,,,,72,85,,,,92,90.0,,92,93,,84,93,,,92,87,90,91.0,90,89,85,,,,,,,,,,,93,78,90
,,96.0,,92,,78,,,85,90,,,,,,,,,,,,,,,,,,89,,95,,,92.0,,,,,,,,,95,94
84,,79.0,81,79,85,,,,,75,83,87,84,81,86.0,82,,,,86,,91,88,80,73,78,81.0,84,91,93,79,80,86.0,70,72,78,85,80,84,87,94,94,97
82,,,,92,87,82,,,81,81,60,80,92,84,85.0,60,79,82,,90,85,,,83,83,91,81.0,88,80,85,60,87,93.0,61,60,98,79,77,,,92,73,86
,,89.0,49,92,30,,,,,,,,,70,84.0,,,,,54,46,,43,30,30,56,64.0,,75,61,,,22.0,,,,,,,,,,
,,90.0,,87,,84,,,82,95,,,,,,,,,,,,,,,,,,93,,88,,,92.0,,,,,,,,,89,86
80,72,78.0,74,84,92,,70,74,,84,63,71,92,60,90.0,71,95,81,,68,,86,84,92,98,60,90.0,92,81,88,80,,88.0,92,67,79,79,60,,63,84,76,72
86,,,,92,92,68,,,82,82,95,89,98,89,90.0,87,83,91,,90,96,,,87,98,89,90.0,78,88,83,91,,92.0,,84,98,98,87,92,,93,80,82
,,95.0,87,87,83,,78,81,,84,80,80,92,84,91.0,70,92,83,,72,,95,82,98,92,78,82.0,97,82,91,80,73,96.0,98,82,81,87,78,78,73,93,73,71
96,94,92.0,89,91,91,,79,76,,86,92,90,98,92,,84,,94,99.0,92,,88,89,92,79,99,84.0,93,93,97,78,93,82.0,76,91,83,87,86,96,89,99,90,90
90,,86.0,93,87,92,,75,77,,89,82,88,98,89,98.0,70,92,83,95.0,66,,90,90,92,98,83,88.0,71,,,90,93,87.0,92,88,100,92,86,81,88,89,75,81
,,96.0,89,92,92,,,,76,78,,,,88,96.0,,92,95,,99,92,,,92,92,90,94.0,100,83,96,,,,,,,,,,,95,85,90
,,93.0,,79,,85,,,79,90,,,,,,,,,,,,,,,,,,80,,88,,,,,,,,,,,,80,88
,,87.0,93,98,87,76,,,80,88,67,74,92,73,81.0,78,98,83,,77,72,,86,87,92,80,93.0,88,82,82,80,78,94.0,,68,85,92,73,,,,92,87
92,90,92.0,94,87,87,,,,,78,82,85,83,91,100.0,60,86,81,95.0,76,,83,77,92,87,86,92.0,77,,93,87,92,91.0,83,80,95,87,84,,68,89,80,82
,87,78.0,81,98,92,74,,,79,90,,89,98,75,,79,79,75,,75,81,,88,87,92,69,80.0,74,63,78,82,,94.0,,79,81,83,71,,,90,75,76
80,80,66.0,78,85,87,,70,68,,76,73,81,92,86,,78,,84,81.0,81,,78,90,83,92,74,81.0,86,84,75,79,83,84.0,83,87,83,87,71,86,76,90,67,75
83,,82.0,86,92,98,78,,,,,72,72,98,71,90.0,71,83,73,,70,89,,,87,83,88,81.0,,76,63,80,,93.0,,75,70,87,64,,,84,73,81
82,63,77.0,75,87,98,,,,,77,60,72,83,61,,74,83,89,77.0,61,,70,79,79,76,60,63.0,83,68,60,81,82,89.0,81,75,70,76,78,84,71,74,62,65
61,,87.0,86,92,92,82,,,92,89,,79,92,73,78.0,79,83,72,,62,60,,,92,79,78,79.0,87,70,85,82,,94.0,,65,63,87,80,,,,72,74
,,100.0,99,92,92,90,,,,,,,,87,92.0,,92,99,,98,97,,,98,92,85,93.0,100,88,97,,,,,,,,,,,93,94,90
,,97.0,,92,,75,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,87,86
89,90,93.0,95,88,92,,81,84,,80,73,90,98,83,,90,83,87,95.0,92,,88,94,87,83,98,81.0,91,75,98,79,,77.0,88,86,98,76,92,92,76,98,93,91
91,,85.0,82,87,87,,71,76,,87,85,90,98,90,99.0,86,87,91,91.0,85,,98,90,98,92,84,79.0,81,,78,76,91,92.0,92,81,95,87,88,91,90,96,81,82
,,97.0,,87,,86,,,83,83,,,,,,,,,,,,,,,,,,87,,99,,,90.0,,,,,,,,,93,95
,79,87.0,70,76,76,,72,77,,79,74,70,83,74,,75,89,74,79.0,67,,60,82,79,87,62,80.0,86,,86,80,67,81.0,94,74,79,76,60,88,69,95,91,79
,,,,,,,,,,,,,,79,,,,91,,,,,95,,,71,,,,,,,,,,,,71,,,,,
,,79.0,,92,,82,,,80,69,,,,,,,,,,,,,,,,,,99,,92,,,92.0,,,,,,,,,92,89
61,70,79.0,69,82,88,,77,78,,80,60,78,92,69,,60,,61,,80,,76,67,76,76,61,65.0,85,73,78,80,,81.0,83,64,83,87,63,74,60,87,68,64
,61,,67,84,83,,72,80,,80,64,88,92,87,92.0,81,80,69,,62,,61,85,92,92,71,61.0,89,83,64,80,73,,98,84,95,98,70,89,81,85,,
,,97.0,92,83,87,83,,,81,86,,,,87,90.0,,87,89,,90,89,,,83,76,76,88.0,80,79,87,,,,,,,,,,,90,72,72
83,,86.0,80,92,92,81,,,78,70,78,88,62,69,91.0,82,79,81,,71,76,,91,98,83,81,72.0,94,62,90,71,67,67.0,76,80,70,79,79,60,,,84,85
85,83,88.0,86,87,87,,81,89,,82,81,84,92,80,,72,79,85,85.0,74,,77,83,87,83,97,74.0,88,75,89,90,,81.0,85,87,79,76,88,90,83,83,74,86
89,,87.0,83,87,92,70,,,79,79,75,82,98,88,90.0,85,79,88,,74,90,,80,92,81,83,84.0,88,80,75,71,88,85.0,76,65,83,83,79,86,,86,70,75
,60,85.0,70,87,76,79,,,66,74,33,8,30,49,81.0,46,62,28,,61,43,,,70,30,56,61.0,87,61,75,,,60.0,60,4,61,30,8,60,,61,79,87
88,,88.0,93,84,83,,83,84,,92,87,85,90,85,88.0,81,,,85.0,93,,95,90,80,87,80,91.0,88,94,92,96,78,80.0,83,91,80,87,90,87,89,94,84,85
94,,85.0,88,84,88,,74,79,,81,92,96,97,90,96.0,78,,,93.0,90,,98,92,80,83,87,92.0,85,80,94,86,89,85.0,92,84,80,89,79,91,86,95,98,91
,,75.0,,87,,73,,,76,79,,,,,,,,,,,,,,,,,,95,,96,,,87.0,,,,,,,,,88,78
88,,65.0,81,98,98,,,,82,89,62,88,92,72,90.0,78,79,78,,73,85,,82,92,83,71,81.0,62,84,83,80,,94.0,,84,92,92,80,,,89,76,66
72,,93.0,81,87,87,71,,,80,77,64,60,73,68,70.0,63,79,79,,60,77,,,87,83,83,84.0,65,65,83,71,84,90.0,,76,68,73,67,61,,81,82,69
66,,81.0,74,87,87,69,,,75,81,70,77,87,75,76.0,66,98,84,,75,70,,,79,79,82,80.0,61,77,78,82,,90.0,,68,80,87,68,,,89,85,77
85,86,,85,83,86,,82,78,,78,70,92,98,83,,79,,90,91.0,90,,84,87,83,79,91,92.0,,90,90,90,,92.0,98,90,98,98,80,93,78,,,
84,85,67.0,81,80,86,,77,78,,67,69,73,98,76,,76,,79,90.0,92,,86,86,87,83,75,78.0,87,,75,82,88,89.0,83,80,83,87,68,83,80,83,72,82
87,87,88.0,87,83,92,,75,82,,77,72,85,98,86,,81,97,79,88.0,80,,63,77,98,83,71,80.0,91,,85,94,91,94.0,94,87,98,79,87,90,85,89,83,84
60,85,84.0,81,85,84,,,,,85,77,89,98,81,,83,,74,88.0,86,,86,84,92,92,87,76.0,90,,84,95,60,87.0,98,60,79,92,78,95,75,87,67,78
73,74,90.0,82,83,87,78,,,76,86,60,90,87,61,93.0,80,79,83,,72,64,,,79,79,84,90.0,81,72,73,80,,90.0,85,67,85,83,76,85,,94,78,84
,79,86.0,91,92,92,86,,,87,83,84,85,92,83,,85,83,87,,71,80,,,87,87,86,92.0,96,83,91,85,77,92.0,,95,81,87,87,,,94,74,75
83,,99.0,92,92,98,80,,,,,73,80,98,81,92.0,83,79,89,,82,97,,,83,92,91,92.0,87,81,90,83,87,88.0,76,90,88,87,86,88,,96,85,94
70,73,72.0,76,75,78,,68,75,,85,60,73,93,65,,65,,,65.0,64,,73,81,80,87,70,83.0,79,76,65,79,,62.0,92,63,85,87,74,81,74,76,61,74
,,95.0,,79,,78,,,84,89,,,,,,,,,,,,,,,,,,72,,87,,,90.0,,,,,,,,,75,81
,,94.0,,87,,81,,,91,74,,,,,,,,,,,,,,,,,,93,,89,,,,,,,,,,,,90,89
,,93.0,89,98,98,78,,,90,81,,,,87,93.0,,87,87,,96,95,,90,92,92,78,83.0,89,82,96,,,,,,,,,,,92,75,91
81,,90.0,85,87,87,84,,,86,79,83,94,87,84,93.0,82,83,82,,78,89,,,92,85,89,72.0,86,64,87,83,,92.0,76,86,92,92,84,,,88,74,82
,88,87.0,83,77,78,,79,77,,62,70,,,74,,,,92,91.0,92,,84,90,87,76,92,77.0,86,,97,92,,84.0,,,,,,,,85,92,80
,,86.0,83,87,83,,,,84,68,,,,72,94.0,,83,85,,75,87,,,87,83,75,86.0,91,84,87,,,,,,,,,,,91,81,73
,90,90.0,89,79,92,74,,,72,85,65,92,62,78,93.0,75,87,94,,87,78,,87,70,83,91,83.0,73,79,71,70,,86.0,76,78,98,66,75,60,,92,78,84
,,96.0,91,79,92,78,,,84,80,,,,69,91.0,,87,91,,71,68,,75,98,73,77,81.0,77,82,93,,,,,,,,,,,85,89,79
81,,,,87,92,75,,,80,81,89,86,98,87,82.0,86,83,90,,82,89,,96,92,79,74,80.0,69,79,75,89,87,94.0,,80,83,87,82,,,92,81,71
62,,,,87,83,67,,,85,88,64,60,87,69,86.0,71,76,79,,60,66,,,87,81,90,66.0,89,72,73,70,84,82.0,76,62,66,87,73,71,,76,85,77
,,,,87,98,,,,88,81,,,,84,95.0,,92,91,,95,90,,,92,87,89,95.0,84,88,99,,,,,,,,,,,91,87,90
97,,94.0,86,87,87,,79,81,,92,80,92,92,94,98.0,86,92,86,94.0,86,,98,86,98,92,90,91.0,89,92,90,89,,,98,92,95,98,93,94,85,93,89,89
84,,90.0,86,79,87,,80,86,,79,82,86,92,87,98.0,76,91,85,89.0,85,,93,83,92,87,85,85.0,77,,,84,92,,92,69,97,87,89,87,80,93,79,79
51,60,87.0,74,83,70,,,,,78,47,60,62,47,90.0,60,86,67,,45,,49,50,87,92,60,63.0,66,83,,,,,85,55,30,70,60,60,60,73,67,49
90,,88.0,89,98,92,85,,,84,91,79,88,92,85,88.0,85,87,88,,79,87,,,98,83,75,92.0,60,85,84,83,,90.0,,83,81,92,92,88,,90,74,78
90,76,90.0,76,83,79,,,,,94,81,88,98,86,,78,100,84,79.0,66,,87,86,87,87,77,72.0,87,71,82,96,93,91.0,98,85,98,83,67,93,77,94,80,77
96,92,92.0,91,87,79,83,,,92,88,85,96,92,94,,88,87,85,,92,99,,,87,70,88,97.0,70,87,96,89,,92.0,,94,80,87,98,88,,95,90,88
88,,,78,87,83,,,,,,73,85,92,87,98.0,81,87,85,,87,,93,82,87,92,86,85.0,99,90,80,71,94,,92,86,95,98,87,94,81,96,,
,,,,98,,76,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,98,96
,,96.0,92,98,92,,,,,,,,,,93.0,,92,97,,86,95,,,98,83,97,94.0,97,90,95,,,,,,,,,,,,96,92
93,,92.0,96,92,92,75,,,85,91,,88,98,67,88.0,88,83,78,,83,84,,,98,83,92,91.0,79,78,94,82,,96.0,,82,87,92,83,94,,96,89,87
95,,90.0,94,83,81,,81,81,,88,82,94,95,85,91.0,79,,,,93,,97,94,80,76,87,86.0,96,89,96,79,78,88.0,70,94,79,87,90,87,92,95,97,92
,86,97.0,91,87,87,,83,85,,96,74,87,92,80,,88,95,80,82.0,76,,83,88,98,92,88,84.0,81,81,90,78,85,,87,75,95,92,80,82,78,89,84,87
63,,61.0,63,92,87,,,,,,46,54,83,61,66.0,70,83,60,,52,50,,,87,73,49,60.0,,63,61,82,,90.0,,42,67,87,49,,,50,72,50
87,,81.0,82,87,92,69,,,78,70,75,86,87,84,92.0,83,87,92,,82,83,,76,70,76,83,80.0,93,67,76,74,,86.0,76,87,85,79,82,90,,76,79,80
65,63,67.0,75,88,86,,81,78,,80,60,85,92,69,,70,,74,71.0,62,,77,68,92,79,61,63.0,74,80,63,76,75,76.0,76,66,87,92,61,84,77,63,61,69
84,,92.0,89,87,92,,,,88,87,84,92,98,82,94.0,87,87,97,,84,95,,90,79,87,91,87.0,96,86,90,86,,94.0,85,89,98,98,85,89,,92,89,89
,,91.0,82,79,83,79,,,,,,,,78,91.0,,85,85,,82,89,,,83,70,76,83.0,,81,93,,,,,,,,,,,89,83,86
60,,60.0,69,67,83,67,59,45,,61,72,63,66,63,93.0,70,92,83,85.0,63,,68,,87,87,63,67.0,61,,60,67,79,77.0,92,60,92,73,60,,60,86,80,85
61,,62.0,73,85,85,,82,85,,61,61,73,65,85,67.0,63,,,,61,,60,71,80,76,60,63.0,75,72,69,80,65,88.0,70,60,75,86,60,78,68,83,60,71
