人工智能,优化方法基础,大学物理II-1,大学物理II-2,大学物理实验I-1,大学物理实验I-2,大学英语i,大学英语iii1,大学英语iii2,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,操作系统设计专题实验,数字逻辑电路,数学建模ii,数据库系统,数据结构与程序设计专题实验,数据结构与算法i,数理逻辑,概率统计与随机过程,模拟电子技术,模拟电子技术基础,汇编语言,电子技术实验1,电子技术实验2,电路,离散数学a,程序设计基础,算法分析与设计,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机科学技术导论,计算机系统综合设计实验,计算机组成,计算机组成与结构专题实验,计算机网络专题实验,计算机网络原理,软件定义网络,软件工程,面向对象程序设计,高等数学I-1,高等数学I-2
70,,64.0,90,86,76,,73,71,,75,65,68,76,66,81.0,70,85,69,,72,,78,77,87,83,70,76.0,86,73,69,86,63,88.0,85,60,62,79,60,87,65,76,70,61
,,92.0,86,83,87,,68,73,,95,85,92,98,87,96.0,90,83,86,88.0,84,,93,85,98,92,85,85.0,100,93,79,72,92,,98,95,100,98,90,76,77,89,79,79
62,72,89.0,83,83,83,,70,78,,63,81,60,92,66,,68,79,81,70.0,77,,65,60,92,92,81,86.0,91,,87,86,65,,83,66,95,83,62,,70,93,94,93
,,89.0,,87,,,,,83,82,,,,,,,,,,,,,,,,,,79,,95,,,,,,,,,,,,92,85
83,,95.0,89,92,98,80,,,,,83,90,92,80,91.0,83,79,80,,80,85,,,92,94,95,89.0,94,62,93,90,90,87.0,76,83,83,98,91,96,,88,90,90
,,97.0,,98,,72,,,78,91,,,,,,,,,,,,,,,,,,91,,94,,,90.0,,,,,,,,,92,91
,,94.0,91,98,87,,,,98,88,79,97,98,87,90.0,92,92,94,,83,97,,83,87,98,96,85.0,99,84,90,90,92,97.0,98,91,98,98,90,,,,86,87
,,94.0,,83,,,,,,,,,,,,,,,,,,,,,,,78.0,,,77,,,89.0,,,,,,,,,,
86,93,92.0,83,89,86,,89,88,,95,87,90,98,83,,88,,91,,94,,87,93,83,93,99,84.0,,84,95,89,60,90.0,98,90,98,92,60,,82,,,
84,71,70.0,60,80,85,,71,66,,66,61,82,98,70,,69,,81,86.0,70,,69,87,79,83,73,69.0,87,,84,84,87,84.0,83,83,87,83,65,83,68,71,64,68
81,,93.0,91,83,79,,72,77,,72,61,83,98,76,93.0,80,97,89,89.0,86,,86,90,92,98,65,76.0,94,75,94,83,,91.0,87,78,83,79,80,,83,93,86,87
,,80.0,86,98,98,87,,,83,87,73,,,67,72.0,67,83,83,,77,76,,,83,83,87,82.0,98,,84,85,,94.0,,,,87,,87,,89,64,79
88,95,97.0,95,86,87,,87,82,,75,79,95,96,65,,91,,,95.0,88,,95,84,90,80,93,99.0,91,94,99,80,,92.0,70,80,88,90,84,85,86,97,93,95
72,,79.0,61,81,76,,79,78,,77,63,63,83,61,80.0,65,83,69,71.0,65,,85,76,79,76,63,69.0,92,66,81,74,79,88.0,88,65,70,73,60,75,65,80,80,74
,,96.0,93,87,98,80,,,84,86,,,,72,94.0,,87,93,,100,95,,,98,73,97,92.0,79,83,94,,,90.0,,,,,,,,90,75,78
,,95.0,89,83,92,80,,,89,91,,,,85,88.0,,92,87,,97,94,,,83,73,91,85.0,94,73,97,,,,,,,,,,,88,85,90
,,85.0,96,98,87,78,,,84,91,81,84,92,85,85.0,84,83,81,,88,75,,,87,83,88,92.0,62,73,90,71,83,92.0,,93,82,87,75,,,92,72,77
71,73,78.0,65,76,83,,78,86,,80,73,60,92,60,,60,,87,,71,,89,91,83,92,62,63.0,92,83,75,85,,96.0,83,66,83,83,70,,60,92,65,70
81,,96.0,80,83,87,,75,78,,70,71,76,83,84,92.0,73,88,82,76.0,78,,70,68,92,73,77,83.0,99,,91,65,79,95.0,98,70,95,83,77,73,66,93,76,89
73,,78.0,68,87,92,,79,73,,85,73,69,66,66,92.0,72,79,76,79.0,79,,61,71,92,92,61,66.0,84,76,81,67,77,,92,77,95,87,72,83,70,80,73,67
96,92,97.0,98,88,92,,82,83,,87,90,90,98,94,,85,87,98,94.0,95,,83,96,92,92,99,95.0,97,90,96,96,,88.0,88,97,92,98,96,98,84,97,92,93
89,,80.0,94,90,81,,77,86,,90,86,91,94,86,87.0,80,,,,67,,97,92,90,92,97,91.0,89,,93,97,89,87.0,98,92,82,90,91,,88,97,90,95
94,,,,83,98,,79,87,,66,84,93,98,94,100.0,95,92,91,99.0,89,,96,95,92,87,98,94.0,98,,,90,,96.0,98,94,100,98,96,98,90,97,85,94
,,92.0,,87,,,,,87,91,,,,,,,,,,,,,,,,,,92,,96,,,,,,,,,,,,91,85
74,70,,88,92,83,,75,78,,72,75,77,87,80,96.0,79,87,87,,81,,87,85,87,92,93,84.0,97,,80,76,83,,87,73,97,98,71,,75,86,,
93,86,79.0,90,89,92,,67,72,,78,84,90,98,82,,84,98,83,92.0,73,,78,87,92,79,80,84.0,87,67,77,83,,87.0,88,87,92,87,82,96,84,89,86,82
,79,66.0,72,83,81,,60,72,,75,64,68,72,66,,62,,,,60,,81,,80,73,64,68.0,73,70,60,84,67,67.0,83,77,71,87,60,72,71,69,63,78
,75,68.0,63,92,87,,,,,,69,73,92,71,75.0,80,95,,,71,66,,89,87,87,68,83.0,,82,84,82,83,89.0,,60,77,87,70,,,,,
,,82.0,75,83,,,,,,88,,,,66,88.0,,,,,64,,,35,,62,,75.0,,,93,,,88.0,,,,,,,,60,,
,,92.0,,79,,77,,,85,86,,,,,,,,,,,,,,,,,,95,,76,,,,,,,,,,,,85,84
,,,,,,,,,,,,,,,,,,,60.0,,10,,17,80,70,19,,,,,,,,,,,,,,,,,
,,93.0,91,92,92,79,,,95,92,79,92,98,95,95.0,85,92,96,,96,92,,93,92,81,98,89.0,97,87,90,91,,87.0,76,89,83,87,87,88,,97,91,85
,,94.0,,83,,80,,,78,93,,,,,,,,,,,,,,,,,,93,,89,,,91.0,,,,,,,,,89,84
81,,,90,79,92,,,,,86,80,83,92,83,88.0,81,83,87,,88,82,,,87,92,83,85.0,100,87,85,83,93,93.0,,74,94,87,85,,76,,86,85
,,,,92,98,89,,,89,88,,,,85,,,92,96,,96,94,,,87,92,99,95.0,97,81,100,,,96.0,,,,,,,,93,91,94
88,87,86.0,84,84,86,,,,,82,75,82,92,70,,78,,,86.0,90,,90,87,80,83,86,76.0,89,87,94,80,71,76.0,83,75,83,87,87,76,84,92,94,97
,,89.0,87,85,87,,81,81,,74,65,83,92,72,90.0,70,,,,77,,81,81,80,83,83,84.0,88,82,90,80,76,74.0,83,65,89,95,67,89,77,88,94,88
92,85,92.0,96,85,98,,76,84,,,82,91,98,91,,86,98,91,92.0,88,,92,96,98,79,97,93.0,98,85,,80,,87.0,98,95,92,79,94,98,90,98,81,92
,,97.0,91,83,87,79,,,,,75,92,92,86,81.0,86,87,90,,81,98,,84,87,81,91,78.0,90,74,87,84,82,83.0,76,89,76,87,94,,80,90,82,95
76,81,63.0,66,87,90,,,,,76,64,82,92,80,,71,,88,71.0,78,,86,81,83,87,68,64.0,83,,65,80,,87.0,83,75,83,98,67,74,82,80,62,74
,,,,87,83,,,,90,97,,,,78,89.0,,87,96,,72,89,,,87,73,77,86.0,83,87,91,,,91.0,,,,,,,,89,77,80
,89,,,87,98,87,,,91,81,76,87,98,88,,85,92,88,,87,94,,89,98,85,93,93.0,96,94,92,94,83,91.0,90,81,98,87,87,,,95,92,79
,,86.0,71,76,87,,,,84,85,,,,79,93.0,,92,95,,61,67,,,98,73,63,73.0,91,73,89,,,,,,,,,,,56,78,75
86,85,82.0,77,86,83,,74,78,,71,63,83,98,74,,60,,92,80.0,84,,81,83,79,79,87,76.0,,84,,85,71,87.0,92,79,98,87,64,75,69,,,
,,85.0,,87,,74,,,75,90,,,,,,,,,,,,,,,,,,94,,94,,,91.0,,,,,,,,,90,91
91,92,86.0,88,87,89,,76,79,,91,92,96,90,80,,82,,,88.0,86,,98,96,90,83,91,74.0,84,91,86,80,,73.0,92,91,90,87,84,79,91,94,80,88
,,96.0,87,92,92,79,,,87,90,,,,83,86.0,,87,85,,87,87,,,87,79,73,86.0,79,86,95,,,,,,,,,,,82,86,89
71,,69.0,70,92,83,76,,,75,87,,67,92,68,79.0,60,87,72,,61,71,,69,92,79,63,69.0,92,61,74,83,,92.0,,69,78,79,54,,,74,72,68
,,,70,,,,,,,,,,,60,,,,,,,,61,,,,60,,,,,,,,,,,,51,,,,,
75,,,,83,92,85,,,75,80,79,89,98,71,95.0,76,79,69,,74,78,,,98,92,91,82.0,75,79,74,83,83,90.0,85,80,98,92,89,94,,85,71,75
,,85.0,,92,,79,,,82,87,,,,,,,,,,,,,,,,,,89,,87,,,94.0,,,,,,,,,91,91
86,,83.0,96,83,87,79,,,73,88,88,83,98,86,87.0,91,92,85,,84,88,,,83,79,97,88.0,95,87,83,88,86,94.0,,68,85,92,82,,,95,82,86
,,91.0,91,87,92,,,,,,68,,,,,,,,,67,,,74,,,71,73.0,,,87,,,93.0,,,,,,,,,,
76,62,68.0,73,86,92,,70,72,,63,60,80,76,67,,81,79,72,,63,,80,79,83,87,60,73.0,90,68,87,78,,80.0,85,67,79,73,67,86,71,70,71,63
98,85,86.0,89,92,92,,,,,80,82,82,87,85,98.0,77,88,93,,67,,94,92,98,87,72,76.0,77,,85,85,88,,87,86,95,83,92,84,69,87,81,79
83,80,94.0,91,92,87,,,,,92,64,81,83,82,,80,96,90,,76,,83,69,92,87,80,82.0,84,87,89,76,85,,87,80,95,76,80,,84,97,85,81
,,88.0,,98,,80,,,84,80,,,,,,,,,,,,,,,,,,77,,86,,,91.0,,,,,,,,,90,76
,,91.0,83,92,87,84,,,92,93,60,62,30,66,76.0,65,83,78,,65,67,,,79,79,81,73.0,64,66,83,80,,87.0,,28,,87,49,,,63,82,78
82,79,80.0,88,87,89,,82,81,,73,72,78,80,85,,81,,,81.0,77,,93,82,80,83,80,81.0,89,82,74,82,,89.0,83,68,80,90,60,82,85,93,67,80
,,99.0,,83,,77,,,78,79,,,,,,,,,,,,,,,,,,89,,100,,,,,,,,,,,,91,96
96,,96.0,95,87,87,,83,83,,,70,81,92,78,99.0,91,82,84,,88,,86,81,98,92,75,88.0,88,,,74,99,,98,77,95,76,87,77,80,92,,
60,91,91.0,85,81,86,,81,82,,92,71,87,92,78,,87,,92,97.0,90,,96,84,87,76,98,81.0,88,60,72,79,,81.0,79,60,76,87,60,72,78,94,87,87
95,,89.0,93,92,98,78,,,83,97,83,94,92,81,88.0,87,83,94,,87,96,,95,92,79,95,92.0,90,77,80,70,88,88.0,76,86,92,87,93,,,94,77,80
89,,90.0,88,98,98,79,,,90,85,92,90,98,81,88.0,87,98,85,,84,68,,90,92,83,90,82.0,86,78,70,93,96,93.0,,70,96,92,86,94,,91,62,85
,,95.0,,87,,76,,,90,87,,,,,,,,,,,,,,,,,,92,,85,,,,,,,,,,,,81,78
,,62.0,42,83,83,,,,,,,,30,,,,,5,,35,,,2,,,11,62.0,,,64,,,,,1,7,30,32,,,,70,65
91,,,,92,92,,,,85,88,96,84,92,83,86.0,88,87,87,,83,89,,,92,83,96,94.0,80,85,93,88,,93.0,,83,80,87,82,,,86,93,91
84,,90.0,87,92,87,,,,,75,81,88,87,92,100.0,80,78,76,94.0,75,,81,85,87,90,84,91.0,80,,92,81,85,,66,69,95,76,85,60,73,92,85,87
94,,91.0,93,88,80,,80,77,,80,91,89,90,85,100.0,83,,,85.0,87,,93,,90,92,83,95.0,92,90,96,70,,86.0,70,82,75,87,81,83,92,96,85,97
96,,87.0,83,87,87,,,,,78,73,91,98,82,91.0,84,88,83,,80,,77,90,92,98,73,88.0,94,77,67,96,94,91.0,98,88,83,87,85,90,85,96,73,73
,,77.0,73,83,83,81,,,86,84,,,,52,80.0,,,46,,38,,,,62,30,74,60.0,75,33,91,,,89.0,,,,,,,,,76,79
,,91.0,,83,,83,,,79,84,,,,,,,,,,,,,,,,,,100,,92,,,90.0,,,,,,,,,88,93
78,,74.0,79,83,85,,85,77,,80,60,94,92,64,82.0,73,,95,87.0,75,,82,85,87,79,92,71.0,91,,85,79,,80.0,83,75,83,83,80,79,72,84,90,81
76,,88.0,81,83,79,,73,75,,73,66,64,92,68,71.0,61,93,71,73.0,87,,69,,87,76,78,72.0,83,79,94,82,,87.0,92,63,98,83,66,66,67,81,91,88
85,89,91.0,89,85,86,,86,75,,96,81,85,92,85,,82,,92,90.0,94,,93,88,76,83,95,87.0,95,84,94,79,,84.0,76,87,79,83,84,75,85,95,91,85
78,,89.0,84,78,86,,82,85,,88,75,86,92,87,87.0,76,,83,76.0,93,,89,91,87,87,87,75.0,88,87,75,88,,81.0,92,80,98,87,82,79,80,89,76,82
,,92.0,86,76,79,,77,83,,94,85,86,76,79,84.0,78,95,86,,78,,88,78,83,76,84,85.0,98,76,,71,87,83.0,98,82,95,87,85,85,80,95,84,89
91,,81.0,77,87,87,78,,,83,65,80,91,87,86,86.0,75,89,89,,68,89,,,98,77,82,69.0,83,80,82,74,,85.0,76,85,83,79,93,87,,92,84,72
,,96.0,,87,,83,,,76,87,,,,,,,,,,,,,,,,,,93,,94,,,95.0,,,,,,,,,93,88
,,88.0,90,92,98,73,,,81,84,81,84,92,89,90.0,87,83,88,,84,91,,96,87,92,90,94.0,77,85,90,88,97,94.0,,85,95,92,90,,,,70,72
92,92,,92,92,87,84,,,,,70,85,98,81,,82,87,90,,74,85,,,87,81,90,86.0,95,78,93,86,86,90.0,76,75,83,87,89,94,,,83,91
76,,93.0,87,83,87,84,,,77,79,60,67,87,75,93.0,71,92,92,,69,80,,,83,79,86,92.0,93,69,80,79,80,85.0,,84,83,87,69,,,88,81,79
90,,,,92,92,87,,,,,79,97,98,94,92.0,85,92,92,,90,93,,,87,92,92,98.0,100,91,96,74,,85.0,76,86,98,83,95,92,,90,96,96
78,,97.0,87,87,87,,75,78,,89,74,76,87,78,100.0,80,83,88,92.0,80,,87,80,92,87,87,87.0,76,,90,81,93,87.0,92,80,95,83,78,69,77,89,88,81
89,92,92.0,92,80,85,,80,82,,90,77,88,98,81,,85,,91,98.0,93,,94,86,76,78,90,92.0,96,88,95,97,95,85.0,98,90,98,87,83,92,81,95,91,88
89,89,,,66,92,,,,86,72,72,80,98,86,,77,87,97,,90,91,,94,98,87,92,95.0,83,85,80,78,85,88.0,76,85,90,92,91,,,95,85,60
88,72,,,87,87,,87,84,,87,83,87,92,89,,76,87,84,90.0,84,,92,90,92,87,91,90.0,99,,93,76,90,,87,86,95,70,77,,73,89,89,86
,,97.0,94,87,98,78,,,,,,,,82,92.0,,85,92,,98,95,,,87,83,86,93.0,97,89,90,,,,,,,,,,,91,79,93
82,,,88,92,87,75,,,84,79,78,87,92,87,74.0,80,92,82,,82,83,,91,87,92,97,85.0,100,76,87,85,,92.0,,69,84,87,76,,,93,78,88
78,79,92.0,84,82,87,,74,86,,83,71,83,92,72,,75,95,79,,82,,86,90,76,92,88,82.0,83,64,93,80,,89.0,92,92,92,76,87,,82,85,89,90
,,91.0,,83,,80,,,74,77,,,,,,,,,,,,,,,,,,96,,75,,,92.0,,,,,,,,,77,65
,,87.0,77,83,87,,,,85,86,,,,89,91.0,,87,70,,78,79,,,92,73,63,64.0,77,83,83,,,92.0,,,,,,,,80,74,67
90,,90.0,86,92,92,79,,,90,81,77,86,83,83,83.0,86,83,87,,87,91,,,87,87,94,90.0,85,76,85,87,92,91.0,,74,80,87,78,,,94,81,87
,85,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,84,82.0,79,85,87,,70,68,,88,71,88,98,85,,64,,80,89.0,83,,89,94,87,98,91,88.0,91,,80,85,,84.0,92,81,87,87,72,72,73,95,78,76
98,94,90.0,87,83,89,,91,82,,79,84,92,98,90,,82,,92,98.0,97,,92,93,87,98,98,76.0,91,88,98,90,,88.0,98,97,98,98,88,69,84,94,91,91
20,,62.4,24,83,88,,71,82,,23,,20,69,20,60.0,30,,,20.0,21,,26,,,73,20,28.0,61,,31,79,20,60.0,76,34,60,86,20,20,39,64,73,84
,79,93.0,88,83,92,84,,,88,94,62,83,92,71,,73,79,79,,60,77,,78,87,87,82,87.0,87,69,73,88,91,83.0,98,86,76,87,72,90,,,81,82
79,,90.0,81,92,83,76,,,73,81,,92,87,86,90.0,84,83,71,,74,69,,86,92,83,78,90.0,66,80,90,76,87,93.0,,64,79,92,84,,,88,83,73
96,,78.0,81,87,87,,82,87,,65,68,72,98,81,97.0,83,92,85,83.0,70,,90,86,98,92,76,80.0,71,92,90,87,89,,87,85,95,83,78,96,86,88,84,86
74,88,88.0,70,86,85,,,,,74,69,77,92,75,,72,,76,96.0,94,,85,84,76,83,94,78.0,82,78,87,91,,89.0,83,80,87,98,67,77,74,85,79,74
66,,74.0,70,,83,,,,,,79,73,87,76,85.0,81,,,,66,,66,83,79,87,78,83.0,,91,70,70,78,85.0,98,81,90,87,81,,65,83,41,
84,88,86.0,96,85,79,,90,85,,67,80,86,92,84,,83,95,90,86.0,77,,78,89,92,79,85,85.0,90,77,85,91,92,88.0,87,80,79,79,83,88,80,94,90,90
73,,64.8,51,83,88,,71,73,,66,61,82,83,55,71.0,77,,,,51,,63,70,90,92,52,60.8,81,78,63,77,78,64.8,86,82,84,88,69,82,74,75,63,60
,,93.0,84,83,87,80,,,88,92,,,,68,85.0,,72,84,,61,47,,80,87,83,70,81.0,91,,81,,,92.0,,,,,,,,77,74,82
81,,61.0,72,86,70,,72,76,,63,60,72,79,87,69.0,60,,,,66,,75,71,80,76,62,60.0,77,71,64,79,,83.0,92,64,75,86,60,75,69,82,61,61
,,,,87,92,78,,,,,,,,94,93.0,,,,,,86,,94,92,92,,,,84,,,,,,,,,,,,91,,
70,79,70.0,72,84,89,,66,77,,62,72,78,91,74,,74,,,83.0,76,,79,,80,98,64,83.0,89,,78,85,,83.0,92,66,80,92,75,83,82,82,85,83
86,72,,,87,87,,77,82,,81,65,76,87,69,,73,92,76,,71,,85,85,98,92,80,79.0,87,76,77,90,96,,87,74,95,98,75,75,80,90,73,77
89,80,87.0,86,83,87,,79,81,,87,81,77,76,90,,80,95,91,92.0,84,,69,79,98,87,87,90.0,91,83,,76,,84.0,92,91,95,73,84,79,71,90,85,80
,,82.0,87,87,83,77,,,77,82,82,85,92,89,90.0,83,83,88,,84,86,,,92,83,87,94.0,100,83,94,80,87,94.0,,83,60,92,83,,,93,79,81
94,,96.0,90,92,87,,79,84,,88,75,85,98,94,97.0,85,95,84,93.0,90,,79,88,87,92,94,95.0,91,,87,80,100,96.0,83,81,95,92,81,89,88,87,95,94
,,83.0,90,92,87,76,,,,,,,,77,92.0,,92,74,,87,78,,,87,76,73,77.0,95,84,76,,,,,,,,,,,81,84,76
89,,99.0,91,79,79,,79,82,,94,87,79,92,84,97.0,90,88,84,93.0,87,,96,98,92,83,96,92.0,92,,,76,99,95.0,92,83,95,87,84,85,87,96,91,95
,,81.0,87,86,84,,,,,73,77,98,95,72,86.0,75,,,84.0,79,,94,84,90,83,72,79.0,91,86,94,82,91,91.0,83,86,75,90,93,89,85,89,86,85
81,,70.0,91,92,92,,,,76,80,78,91,87,76,90.0,80,79,72,,78,88,,,92,76,95,82.0,80,72,86,78,,87.0,76,88,85,87,81,84,,,87,85
94,,95.0,91,87,87,,76,79,,85,66,88,92,76,100.0,83,87,81,94.0,86,,96,90,98,92,89,94.0,68,,89,67,89,91.0,87,86,95,87,96,84,76,95,87,81
,,76.0,62,81,81,,64,82,,60,,,30,23,68.0,,20,84,70.0,70,,60,,79,66,79,73.0,48,,78,,,88.0,30,,,,,,,,,85
88,81,,,92,98,75,,,73,92,89,90,98,80,73.0,84,76,87,,84,78,,90,92,83,91,88.0,94,74,78,82,94,89.0,,88,98,98,90,,,96,80,92
90,90,85.0,93,87,98,,84,87,,76,83,99,98,91,98.0,87,95,79,87.0,88,,80,93,83,87,92,87.0,93,80,94,87,95,87.0,98,91,98,92,94,91,83,90,93,94
,,85.0,85,92,76,,,,92,71,,,,81,92.0,,90,85,,93,72,,,87,83,69,88.0,78,75,91,,,92.0,,,,,,,,83,79,68
,,97.0,97,87,87,,,,81,80,,,,85,94.0,,85,95,,90,97,,,87,79,84,86.0,85,,93,,,,,,,,,,,93,82,81
,78,77.0,63,81,76,,77,78,,72,75,77,89,75,,65,,,68.0,77,,74,,80,76,63,69.0,82,,79,80,63,78.0,70,66,79,87,68,80,66,86,80,80
,,91.0,,92,,78,,,89,88,,,,,,,,,,,,,,,,,,100,,97,,,,,,,,,,,,91,91
72,76,83.0,82,85,92,,72,79,,81,69,85,92,71,,70,87,85,79.0,68,,74,81,79,83,79,80.0,89,76,78,80,83,85.0,98,84,79,76,70,89,72,87,82,79
,,,,92,92,,,,73,90,87,92,98,89,93.0,90,87,90,,86,89,,,87,83,81,90.0,89,87,83,76,91,93.0,,71,70,87,92,93,,94,84,83
,,92.0,85,83,92,74,,,89,96,,,,81,90.0,,92,95,,77,80,,85,87,83,76,92.0,94,85,79,,,88.0,,,,,,,,90,62,68
80,72,71.0,78,85,98,,74,77,,70,74,76,98,79,,81,91,72,87.0,60,,91,72,92,98,60,71.0,72,69,75,91,73,91.0,98,62,83,79,63,89,73,73,70,62
,,82.0,,87,,,,,89,69,,,,,,,,,,,,,,,,,,,,98,,,90.0,,,,,,,,,90,74
,,97.0,,92,,83,,,88,90,,,,,,,,,,,,,,,,,,98,,98,,,90.0,,,,,,,,,89,89
79,85,70.0,74,77,89,,74,78,,76,60,75,92,62,,68,,71,,90,,81,67,79,92,88,62.0,70,78,68,77,,72.0,79,61,83,83,76,76,79,78,66,82
72,71,75.0,82,87,87,82,,,83,89,77,69,87,84,,70,83,76,,79,75,,,92,83,66,76.0,71,63,70,92,54,95.0,,64,75,87,70,,,83,75,77
,,95.0,,98,,85,,,72,82,,,,,,,,,,,,,,,,,,73,,87,,,,,,,,,,,,84,84
,,95.0,90,92,98,75,,,,,84,86,92,79,80.0,87,79,83,,86,92,,,83,79,95,80.0,98,88,89,88,,93.0,,89,90,87,78,98,,,88,91
,,91.0,,92,,80,,,91,85,,,,,,,,,,,,,,,,,,95,,94,,,,,,,,,,,,75,87
81,81,63.0,80,80,85,,78,79,,72,77,92,98,88,,84,,93,,91,,73,87,83,83,92,75.0,97,91,78,80,,81.0,79,92,83,87,82,83,81,92,73,68
61,75,62.0,85,82,84,,73,74,,69,71,69,83,70,,67,,74,,63,,69,71,87,79,64,61.0,82,75,68,78,,79.0,76,75,79,87,60,70,71,76,62,62
,,69.0,,76,,,,,77,82,,,,,,,,,,,,,,,,,,84,,64,,,,,,,,,,,,84,66
,83,77.0,80,88,85,,75,87,,94,79,81,95,76,,76,,,78.0,82,,75,82,80,87,77,88.0,96,88,83,93,75,92.0,92,73,90,92,75,89,81,94,77,92
,92,98.0,89,83,98,,78,82,79,96,71,85,92,67,,77,96,80,,82,88,,81,98,87,97,85.0,77,68,89,78,75,92.0,85,73,88,92,67,89,,97,79,92
,,89.0,,92,,79,,,68,88,,,,,,,,,,,,,,,,,,81,,80,,,,,,,,,,,,76,78
,,94.0,,92,,83,,,92,79,,,,,,,,,,,,,,,,,,98,,95,,,96.0,,,,,,,,,93,92
90,83,95.0,97,88,92,,81,85,,,79,95,98,86,95.0,91,98,86,89.0,94,,88,96,98,92,98,96.0,77,82,97,87,,93.0,88,91,98,87,95,97,87,97,,
83,91,77.0,74,83,86,,87,86,,83,75,87,98,84,,74,,93,81.0,81,,88,92,79,98,84,81.0,87,79,81,90,85,83.0,98,92,85,92,80,94,80,89,82,78
76,72,64.0,60,88,87,,,,,60,60,76,98,70,,75,,76,87.0,77,,64,77,79,79,76,68.0,88,82,60,95,,88.0,83,81,87,98,77,73,82,74,67,60
,,77.0,,30,,90,,,84,63,,,,,,,,,,,,,,,,,,62,,68,,,93.0,,,,,,,,,60,60
84,82,97.0,87,87,87,,71,76,,63,83,87,92,87,,84,96,80,,87,,95,84,98,83,99,94.0,83,93,96,89,93,90.0,87,92,95,92,86,91,81,90,95,95
90,,,,92,92,73,,,80,90,81,89,92,88,91.0,89,83,80,,77,86,,,98,83,86,81.0,70,77,81,83,96,95.0,,94,80,92,84,,,91,75,81
,,99.0,85,87,83,,,,,,,,,72,88.0,,87,90,,84,85,,,92,79,70,85.0,97,,93,,,,,,,,,,,,83,85
74,,91.0,93,87,87,84,,,,,84,79,92,87,80.0,88,83,83,,76,95,,,92,70,85,96.0,,80,94,82,,91.0,76,75,80,87,79,,,90,86,90
84,,72.0,74,83,85,,80,79,,62,85,86,87,78,81.0,64,,,85.0,73,,87,82,80,87,78,91.0,84,80,86,71,79,85.0,70,67,66,87,78,83,78,86,89,76
68,78,88.0,80,75,81,,83,68,,76,60,75,92,70,,65,,94,68.0,90,,64,78,79,83,76,86.0,99,,99,89,71,87.0,83,74,85,87,64,79,64,97,92,83
53,,68.0,69,76,83,,,,64,68,60,72,73,75,65.0,63,80,69,,60,70,,24,76,76,62,70.0,62,75,73,80,78,92.0,81,60,88,81,72,78,,,60,68
,,,,98,98,,,,76,89,,,,90,95.0,,92,88,,99,99,,,98,92,94,95.0,96,93,97,,,92.0,,,,,,,,98,92,85
87,94,88.0,80,85,88,,78,77,,83,84,80,92,69,,87,,85,91.0,92,,93,82,83,79,85,86.0,75,77,75,79,92,85.0,98,92,85,98,83,90,93,87,81,84
86,,97.0,88,92,92,,,,,,85,90,98,85,90.0,83,92,93,,79,95,,,92,81,95,91.0,100,76,79,90,91,96.0,76,90,87,92,95,95,,92,83,95
89,92,86.0,89,87,92,76,,,93,95,83,88,98,87,,95,83,89,,87,90,,,87,79,93,86.0,98,82,70,87,92,93.0,,93,91,83,78,,,89,82,85
75,,83.0,73,87,83,81,,,79,75,66,80,98,73,76.0,75,98,81,,71,80,,,87,76,76,78.0,76,75,77,85,,92.0,,81,86,79,72,,,91,82,79
,,,,92,83,73,,,86,67,81,85,92,79,82.0,78,83,83,,60,85,,,98,87,78,78.0,97,74,85,79,85,86.0,76,80,73,87,79,83,,90,80,73
60,,,,87,83,,82,83,,94,74,68,98,78,94.0,61,92,87,93.0,89,,82,,92,92,85,80.0,93,,90,84,67,,87,73,95,87,60,81,60,86,75,81
80,77,,,92,87,,71,71,,71,82,74,87,83,,75,89,82,93.0,83,,94,86,98,92,80,83.0,88,,83,77,94,88.0,92,78,95,79,75,81,75,86,87,70
72,81,65.0,75,82,79,,71,78,,60,68,74,78,72,,67,,,,74,,60,,80,83,61,62.0,84,77,79,79,71,60.0,83,60,69,85,67,72,70,66,79,70
,,80.0,68,83,79,83,,,68,83,35,,30,79,,62,83,73,,72,5,,,87,83,54,70.0,74,78,86,75,,89.0,,,,66,,75,,,78,69
78,,94.0,91,87,83,,74,85,,86,93,84,92,74,100.0,77,91,82,84.0,75,,83,74,92,98,85,87.0,77,,86,70,,,98,77,95,79,73,80,78,82,90,77
82,,89.0,78,92,87,75,,,86,86,56,80,98,81,91.0,74,87,75,,69,79,,,87,92,88,82.0,68,75,77,80,83,92.0,,79,91,79,86,79,,,66,82
,,90.0,,83,,82,,,81,98,,,,,,,,,,,,,,,,,,69,,84,,,,,,,,,,,,92,80
,,95.0,,83,,76,,,82,80,,,,,,,,,,,,,,,,,,98,,98,,,,,,,,,,,,90,96
,,98.0,,87,,85,,,87,81,,,,,,,,,,,,,,,,,,97,,98,,,91.0,,,,,,,,,97,93
,,81.0,,83,,89,,,68,77,,,,,,,,,,,,,,,,,,90,,95,,,,,,,,,,,,90,85
84,80,85.0,74,86,87,,71,81,,85,61,85,98,64,,73,83,84,,70,,70,87,87,79,86,80.0,92,76,83,90,81,85.0,88,87,79,76,80,91,80,89,75,67
,,61.0,65,,,,,,,,71,88,62,73,78.0,60,,,75.0,,,90,68,76,76,86,83.0,,,82,85,72,83.0,87,66,73,83,82,,61,,,
