人工智能,大学物理II.2,大学英语i,大学英语iii1,大学计算机iii,工程制图,形式语言与编译,操作系统原理i,数字逻辑电路,数学建模ii,数据库系统,数理逻辑,概率统计与随机过程,模拟电子技术基础,电路,离散数学a,程序设计基础,线性代数与解析几何,编译器设计专题实验,计算机图形学,计算机组成,计算机网络原理,软件工程,高等数学I.1,高等数学I.2
-0.973207528395896,0.434771231344542,0.0,-0.566544291941203,0.0,-1.31208316829703,0.0499627101267837,0.744755881641527,0.362679596184483,0.0099910224452876,-0.495755262031768,0.0,0.805569117875009,-0.64151779993381,-0.927439756020831,-1.72390219212242,0.268119611749405,0.940921990665371,-0.534789548327672,-1.21346412103337,0.367071362360807,-0.436250996222362,-0.253660599012886,1.96081264765099,1.61238050702668
-2.73589983653762,-2.44019804460841,0.0,-2.31068107496395,0.0,-2.23069206894123,-2.19444273476719,-2.33863573380407,-2.01533738371114,0.0,-3.35104848804467,-2.93336621988158,-0.974917401940314,-3.71762663295879,-2.94817909446649,-1.38677890083185,0.268119611749405,-2.10831767066512,-1.39916994661569,-3.30404855560548,0.161549811722243,-1.179721275828,-1.44744826396115,-1.22103399669399,-2.89736966311828
0.0,-0.125726646721825,-0.636889563055823,0.0,-2.11164918448487,0.211839215184114,0.0,0.0,-0.067101324296985,-0.500244138196743,0.0,0.0,0.219038965100131,0.0,-1.87457408765272,-1.38677890083185,-0.689658882268179,0.747929824326864,0.0,0.0,0.0,0.0,0.0,-0.365607142318708,0.480819562841006
0.0413956180210169,0.966378829641676,-1.22863061049307,0.0,0.0,0.0,-1.2747922705643,0.1543794211151,0.663186315165974,-0.636889563055823,0.644606198507657,0.0,1.32599790626044,0.0,1.179721275828,0.867538841587314,-1.49704678528139,1.15198840221092,-0.381730266746551,0.0,0.0585311988532664,0.397891268284421,0.0,1.47747390394389,1.88015847704318
0.0,0.0,-3.92394580269944,0.0,-1.8252842998134,-0.16872336662917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89421806973947,0.940921990665371,0.0,0.0,0.0,0.0,0.0,0.419993284670168,0.187390449334315
-1.24774148706585,0.0128456534334349,0.0,-0.566544291941203,0.0,-0.689658882268179,-1.68175937011861,-0.41114333118836,-1.15935057511859,0.0,-1.88857717064046,-1.70144795361397,1.04423918160108,-1.67443983951197,1.42630219078569,0.38319785678778,0.0971131269733234,-1.38677890083185,-1.39916994661569,0.0,0.0585311988532664,-1.28649464903487,-1.63359147836285,-0.365607142318708,0.0228372339474507
-1.06363699246486,-0.545351062038531,0.0,-0.894010395172175,0.0,0.621499308832918,-1.47531243636178,-0.102833123982499,1.09571265290368,-0.636889563055823,-1.00069769833325,-1.60537130529863,-1.20403884190412,-2.52798691262603,-0.507734155865962,-0.289848594548122,1.53686321186777,-0.0913943396450674,0.0585311988532664,-1.71388190396439,-0.281150965841949,-1.84697998169046,-1.63359147836285,-1.0867601415227,0.327638348959664
0.0,-0.260887509202975,0.0,-1.30614925579415,0.0,0.211839215184114,0.584787225900776,0.1543794211151,1.33199136407041,-2.29890831646669,-0.108554402481213,0.0,0.346598960970987,-0.443655306659386,0.234893851370881,-1.72390219212242,-0.524250701860578,-1.58682526942173,-1.10650002102854,-1.50142603121171,-0.160115485040759,0.462950361537588,-0.302910791862355,-0.198890098166982,0.644606198507657
-1.24774148706585,-3.4545134527077,0.0,0.0,0.0,-0.534789548327672,-2.8293866043724,-2.1592593549305,-2.13182840117049,0.0,-1.99386482287797,-2.71825658709074,-1.84424992818082,-1.9847686070845,-2.13182840117049,-1.72390219212242,-0.524250701860578,-2.10831767066512,-1.58913214014487,0.0,-2.96324248016542,-3.05948820309582,-1.03547138116307,-3.60758426490746,-0.760654487177971
-0.468900402468431,-0.882400143045426,0.0,-2.49478831782094,0.0,-1.04072840675003,-0.672509015863948,0.1543794211151,-2.01533738371114,0.0,-1.99386482287797,-2.05937824984996,-0.213278826139179,-1.60071514203373,-0.507734155865962,-0.792674613815606,-0.689658882268179,1.37651463865991,-0.0656728461968551,0.0,-1.34403330159909,-0.536296935502831,-0.530270155968231,1.47747390394389,0.930804264804513
0.0,0.0,0.0,-4.10805995951266,0.0,0.0,0.0,0.0,-3.82454561469838,0.0,-3.35104848804467,-3.52711984046186,0.0,0.0,-1.34806379673632,0.0,0.0,0.0,0.0,-2.91879446240607,-2.96324248016542,-2.23807723037067,-2.62920082769782,0.0,-3.12103301218329
