篮球,2018-2019-1,7E0C13F0816628F3E0536B27F5DB1C00,880c6bbd7f9e150174ee45caad34f7ce,GNED101850,2018-12-28,2.00,90.00,A,20210310,2021-03-10 17:22:01.000000,2018-12-28,01
管理学基础,2021-2022-1,D93AA73152EF65CBE0536B27F5DBB4C9,880c6bbd7f9e150174ee45caad34f7ce,MAGT572208,2022-03-02,2.00,84.00,,,,2022-03-02,01
优化方法基础,2020-2021-1,B57DDDA0910EAD59E0536B27F5DB939B,880c6bbd7f9e150174ee45caad34f7ce,COMP550105,2020-12-03,2.00,67.00,A,20210310,2021-03-10 17:22:01.000000,2020-12-03,01
算法设计与分析,2019-2020-1,9AEEA872E16D7362E0536A27F5DBA0E8,880c6bbd7f9e150174ee45caad34f7ce,COMP350105,2019-12-31,3.00,78.00,A,20210310,2021-03-10 17:22:01.000000,2019-12-31,01
马克思主义哲学,2019-2020-1,9AEEA6C4A86FAD37E0536B27F5DB39E6,880c6bbd7f9e150174ee45caad34f7ce,PHLS101610,2020-01-02,2.00,76.00,A,20210310,2021-03-10 17:22:01.000000,2020-01-02,01
毛泽东思想和中国特色社会主义理论体系概论,2020-2021-2,C5E3A4A86AB934E9E0536B27F5DB12DF,880c6bbd7f9e150174ee45caad34f7ce,MLMD190914,2021-06-29,2.00,86.00,,,,2021-06-29,01
表达与交流,2021-2022-1,D9EDBF4CD1355A1DE0536B27F5DBF591,880c6bbd7f9e150174ee45caad34f7ce,CORE100105,2022-03-18,3.00,87.00,,,,2022-03-11,01
认知计算与机器学习,2020-2021-2,C676BCB5FABEF4BAE0536A27F5DB7E47,880c6bbd7f9e150174ee45caad34f7ce,COMP460905,2021-07-06,2.00,92.00,,,,2021-07-06,01
课外实践8学分,2021-2022-2,E03807E809E21590E0536A27F5DB3EC0,880c6bbd7f9e150174ee45caad34f7ce,SOCP100190,2022-05-31,8.00,60.00,,,,2022-05-31,01
综合工程训练2,2019-2020-2,A8308318536C484CE0536A27F5DB9F06,880c6bbd7f9e150174ee45caad34f7ce,ETRA300352,2020-07-01,1.00,92.00,A,20210310,2021-03-10 17:22:01.000000,2020-06-16,01
Android平台JAVA应用程序开发,2018-2019-1,7F04CEAAB724120AE0536A27F5DB1FA4,880c6bbd7f9e150174ee45caad34f7ce,GNED110200,2019-01-10,2.00,77.00,A,20210310,2021-03-10 17:22:01.000000,2019-01-10,01
体育2,2018-2019-2,8C10790E4BFE9974E0536A27F5DBC6F5,880c6bbd7f9e150174ee45caad34f7ce,PHED101750,2019-06-24,0.50,83.00,A,20210310,2021-03-10 17:22:01.000000,2019-06-24,01
大学综合英语（钱学森实验班）1,2018-2019-1,7E8C53CE36271673E0536A27F5DBD781,880c6bbd7f9e150174ee45caad34f7ce,ENGL106612,2019-01-03,4.00,85.00,A,20210310,2021-03-10 17:22:01.000000,2019-01-03,01
计算机程序设计,2018-2019-1,7EE07DF5834709CEE0536A27F5DBAC3F,880c6bbd7f9e150174ee45caad34f7ce,COMP250205,2019-01-15,5.00,80.00,A,20210310,2021-03-10 17:22:01.000000,2019-01-08,01
线性代数与解析几何II,2018-2019-1,7F1829B17E01DC3DE0536B27F5DB76D3,880c6bbd7f9e150174ee45caad34f7ce,MATH200607,2019-01-10,3.50,87.00,A,20210310,2021-03-10 17:22:01.000000,2019-01-10,01
军训,2018-2019-1,7E88CB2324D20259E0536A27F5DB4D79,880c6bbd7f9e150174ee45caad34f7ce,MILI100254,2019-01-03,1.00,86.00,A,20210310,2021-03-10 17:22:01.000000,2019-01-03,01
人工智能导论,2020-2021-1,B7A4ECB60F92D5FCE0536B27F5DBDE0A,880c6bbd7f9e150174ee45caad34f7ce,COMP461305,2020-12-30,3.00,76.00,A,20210310,2021-03-10 17:22:01.000000,2020-12-30,01
24式太极拳,2019-2020-2,A5B2A11AFF905696E0536A27F5DBE2C6,880c6bbd7f9e150174ee45caad34f7ce,0H00200100,2020-06-24,0.00,0.00,A,20210310,2021-03-10 17:22:01.000000,2020-05-18,01
长跑,2021-2022-1,D99022C8689C0152E0536B27F5DB3D27,880c6bbd7f9e150174ee45caad34f7ce,PHED900150,2022-03-07,0.00,62.00,,,,2022-03-07,01
数值分析,2020-2021-2,C3F301B08C9007C6E0536B27F5DB7318,880c6bbd7f9e150174ee45caad34f7ce,MATH413107,2021-06-05,3.00,86.00,,,,2021-06-05,01
影视鉴赏,2018-2019-2,87BD55AAC3FAFAE5E0536B27F5DB1FC8,880c6bbd7f9e150174ee45caad34f7ce,GNED107110,2019-06-20,2.00,95.00,A,20210310,2021-03-10 17:22:01.000000,2019-05-01,01
中国近现代史纲要,2018-2019-2,8B4601E20D53926CE0536A27F5DB726C,880c6bbd7f9e150174ee45caad34f7ce,MLMD100214,2019-06-14,2.00,72.00,A,20210310,2021-03-10 17:22:01.000000,2019-06-14,01
形势与政策,2021-2022-2,E0701DB39EA103B3E0536B27F5DBC536,880c6bbd7f9e150174ee45caad34f7ce,MLMD100514,2022-06-02,1.00,60.00,,,,2022-06-02,01
网络与信息安全,2021-2022-1,D979E5F82AEB7DB2E0536B27F5DB7A72,880c6bbd7f9e150174ee45caad34f7ce,COMP552405,2022-03-06,2.50,85.00,,,,2022-03-05,01
专业实习II,2020-2021-3,CE4765F861F06423E0536A27F5DB9C32,880c6bbd7f9e150174ee45caad34f7ce,PRAC400205,2021-10-14,3.00,87.00,,,,2021-10-14,01
大学物理实验III1,2018-2019-2,8AA996A167B82EFEE0536A27F5DB37D6,880c6bbd7f9e150174ee45caad34f7ce,PHYS280409,2019-06-07,0.75,83.00,A,20210310,2021-03-10 17:22:01.000000,2019-06-07,01
学生访问项目,2021-2022-1,DAF5A63B3B7E379BE0536A27F5DB84E1,880c6bbd7f9e150174ee45caad34f7ce,SCTR400305,2022-04-04,1.00,92.00,,,,2022-03-25,01
计算机科学前沿,2020-2021-3,CC3238C6A7BFA6EBE0536A27F5DB4806,880c6bbd7f9e150174ee45caad34f7ce,SCTR400105,2021-09-18,1.00,86.00,,,,2021-09-18,01
