-1300,2019-05-10 12:28:11.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,泡馍,45
-14,2019-05-11 21:50:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-300,2019-05-15 22:06:06.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-200,2019-05-12 18:12:56.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,炒烩,99
-700,2019-05-15 18:47:54.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,川味面食组,26
-18,2019-07-17 22:17:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,温泉浴室,1
-30,2019-05-17 15:01:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-350,2019-07-09 18:08:03.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-1700,2019-07-09 11:37:12.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-200,2019-07-14 20:19:47.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-14,2019-05-17 15:10:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-1300,2019-05-17 12:58:58.000000,2186113485,3,东九梦婷商店\\,东九梦婷商店,6
-300,2019-05-17 13:00:09.000000,2186113485,3,东九绿色水果店\\,东九绿色水果店,121
-800,2019-05-20 18:46:07.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,盖饭,39
-800,2019-05-20 18:46:16.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,盖饭,39
-300,2019-05-20 19:07:32.000000,2186113485,3,东九绿色水果店\\,东九绿色水果店,121
-500,2019-07-08 13:40:20.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-580,2019-07-11 11:49:15.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,苗家掉渣饼组,4
-500,2019-07-11 17:11:06.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-60,2019-07-15 18:05:29.000000,2186113485,5,饮食中心\西交大本部校区\学生三食堂,包子组,260
-2,2019-07-17 22:19:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,温泉浴室,1
-14,2019-05-23 20:58:00.000000,2186113485,4,饮食中心\西交大本部校区\温泉浴室,,1
-1000,2019-07-19 18:24:48.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,五谷鱼粉组,291
-500,2019-05-22 19:03:35.000000,2186113485,3,温泉干水洗服务部\\,交大温泉干水洗服务部,120
-200,2019-05-20 18:46:25.000000,2186113485,5,饮食中心\西交大本部校区\梧桐苑,冒菜,37
-900,2019-05-22 18:16:43.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,火锅米线,35
-1000,2019-05-24 11:57:14.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,煲仔饭组,61
-200,2019-05-23 12:01:18.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,新疆抓饭,2
-1270,2019-05-29 11:07:24.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,麻辣香锅组,29
-1000,2019-05-28 12:25:46.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,砂锅饺子,8
-200,2019-06-02 19:00:29.000000,2186113485,5,饮食中心\西交大本部校区\康桥苑外包商户,新疆抓饭,90
